index,course,req_type,requisite, object_tree, json_tree
2427,"FRSL321D1",1,"Prerequisite(s): FRSL 211D1 and 211D2, or 215 or 302 or 303, or Placement test required.", "[]", "{}"
2428,"FRSL321D2",1,"Prerequisite: FRSL 321D1", "["FRSL 321D1"]", "{"prerequisites": "FRSL 321D1"}"
2429,"FRSL325",1,"Prerequisites: FRSL 211D1 and 211D2, or 215 or 302 or 303, or Placement test required", "[]", "{}"
2430,"FRSL329",1,"Prerequisites: French placement test or instructor's recommendation or FRSL 210, FRSL 219, FRSL 321, FRSL 325.", "[]", "{}"
2431,"FRSL330",1,"Prerequisites: French placement test or Instructor's recommendation or FRSL 329", "["FRSL 329"]", "{"prerequisites": "FRSL 329"}"
2432,"FRSL333",1,"Prerequisite(s): FRSL 332, or instructor's recommendation, or Placement test required.", "["FRSL 332"]", "{"prerequisites": "FRSL 332"}"
2433,"FRSL431",1,"Prerequisite(s) : FRSL 321D1 and FRSL 321D2 or FRSL 325 or FRSL 332 or FRSL 333 or FRSL 407 or FRSL 408", "[]", "{}"
2434,"FRSL431D1",1,"Prerequisite(s): FRSL 321D1 and FRSL 321D2 or FRSL 325 or FRSL 332 or FRSL 333 or FRSL 407 or FRSL 408", "[]", "{}"
2435,"FRSL431D2",1,"Prerequisite(s): FRSL 321D1 and FRSL 321D2 or FRSL 325 or FRSL 332 or FRSL 333 or FRSL 407 or FRSL 408", "[]", "{}"
2436,"FRSL446",1,"Prerequisite(s): FRSL 445, or instructor's recommendation, or Placement test required", "["FRSL 445"]", "{"prerequisites": "FRSL 445"}"
2437,"FRSL455",1,"Prerequisites: FRSL 449, or instructor's recommendation, or Placement test.", "["FRSL 449"]", "{"prerequisites": "FRSL 449"}"
2438,"FSCI300",1,"Prerequisite: FSCI 200", "["FSCI 200"]", "{"prerequisites": "FSCI 200"}"
2439,"FSCI397",1,"Prerequisite: Successful completion of FSCI 396 and a CGPA of at least 3.0, or permission of the instructor.", "["FSCI 396"]", "{"prerequisites": "FSCI 396"}"
2440,"FSCI444",2,"Corequisites GEOG 340, ATOC 341, BIOL 343 or permission of the Program Director.", "[]", "{}"
2441,"GEOG291",1,"Prerequisites: GEOG 201 and one of: GEOG 203, GEOG 210, GEOG 216, GEOG 217, GEOG 272", "[]", "{}"
2442,"GEOG300",1,"Prerequisite: GEOG 203 or ANTH 202 or BIOL 111 ", "[]", "{}"
2443,"GEOG302",1,"Prerequisite: Any 200-level course in Geography or MSE or BIOL 308 or permission of instructor.", "[]", "{}"
2444,"GEOG303",1,"Prerequisite: One of the following: ENVR 201; GEOG 201, GEOG 203, GEOG 210, GEOG 216, GEOG 217; or permission of the instructor.", "[]", "{}"
2445,"GEOG305",1,"Prerequisite: GEOG 203 or introductory course in biology or geology ", "["GEOG 203"]", "{"prerequisites": "GEOG 203"}"
2446,"GEOG308",2,"Corequisite: GEOG 201 or permission of instructor", "["GEOG 201"]", "{"corequisites": "GEOG 201"}"
2447,"GEOG310",1,"Prerequisite: GEOG 210 or GEOG 216 or ENVR 201 or INTD 200", "[]", "{}"
2448,"GEOG311",1,"Prerequisite: GEOG 216 or permission of instructor", "["GEOG 216"]", "{"prerequisites": "GEOG 216"}"
2449,"GEOG314",1,"Prerequisite: GEOG 201", "["GEOG 201"]", "{"prerequisites": "GEOG 201"}"
2450,"GEOG315",1,"Prerequisite: GEOG 217 or permission of instructor", "["GEOG 217"]", "{"prerequisites": "GEOG 217"}"
2451,"GEOG321",1,"Prerequisite: GEOG 203 or ATOC 210 or permission of instructor", "[]", "{}"
2452,"GEOG322",1,"Prerequisite: GEOG 203 or equivalent ", "["GEOG 203"]", "{"prerequisites": "GEOG 203"}"
2453,"GEOG325",1,"Prerequisite(s): GEOG 217, or permission of the instructor.", "["GEOG 217"]", "{"prerequisites": "GEOG 217"}"
2454,"GEOG331",1,"Prerequisite: GEOG 216 or GEOG 217 or permission of instructor ", "[]", "{}"
2455,"GEOG340",2,"Corequisites: ATOC 341, BIOL 343, FSCI 444 or permission of the Program Director.", "[]", "{}"
2456,"GEOG350",1,"Prerequisite: GEOG 203 or ENVR 200 or ENVR 202", "[]", "{}"
2457,"GEOG351",1,"Prerequisite: GEOG 202 or equivalent or permission of instructor", "["GEOG 202"]", "{"prerequisites": "GEOG 202"}"
2458,"GEOG360",1,"Prerequisites: ENVR 201 or equivalent; and GEOG 203 or ENVR 200 or ESYS 200 or equivalent; or permission of instructor", "[]", "{}"
2459,"GEOG370",1,"Prerequisite: BIOL 308 or GEOG 203 or AEBI 205", "[]", "{}"
2460,"GEOG372",1,"Prerequisites: GEOG 203 and GEOG 272, or ENVR 200 and ENVR 202 ", "[]", "{}"
2461,"GEOG373",1,"Prerequisite(s): GEOG 203, GEOG 205, GEOG 272, GEOG 372, ENVR 200, ENVR 202, EPSC 203, EPSC 210, EPSC 212, EPSC 220, EPSC 233, ATOC 214, ATOC 215, ATOC 219, SOIL 300.", "[]", "{}"
2462,"GEOG373",2,"Corequisite(s): ATOC 373, EPSC 373, [ATOC 473 or EPSC 473 or GEOG 473]", "[]", "{}"
2463,"GEOG384",1,"Prerequisite(s): GEOG 201; GEOG 333 or COMP 202; and GEOG 314; or permission of the instructor.", "[]", "{}"
2464,"GEOG401",1,"Prerequisites: ENVR 201, GEOG 360, and two of the following courses: ENVR 200, ENVR 202, ENVR 203 and GEOG 203.", "[]", "{}"
2465,"GEOG403",1,"Prerequisite: GEOG 205 or GEOG 221 or GEOG 321 or GEOG 303 or permission from the instructor", "[]", "{}"
2466,"GEOG404",1,"Prerequisite: GEOG 302 or permission of instructor ", "["GEOG 302"]", "{"prerequisites": "GEOG 302"}"
2467,"GEOG406",1,"Prerequisite: ENVR 200 or GEOG 200 or GEOG 205 or GEOG 300 or GEOG 302", "[]", "{}"
2468,"GEOG408",1,"Prerequisite: GEOG 210 or GEOG 216 or permission of instructor", "[]", "{}"
2469,"GEOG409",1,"Prerequisite: GEOG 210 or GEOG 216 or ENVR 201 or INTD 200 or GEOG 310 or permission of instructor", "[]", "{}"
2470,"GEOG410",1,"Prerequisite: GEOG 216 or permission of instructor ", "["GEOG 216"]", "{"prerequisites": "GEOG 216"}"
2471,"GEOG414",1,"Prerequisites: GEOG 314; and GEOG 333 or COMP 202; or permission of the instructor.", "[]", "{}"
2472,"GEOG417",1,"Prerequisite(s): GEOG 217, and one of the following: GEOG 315, GEOG 316, GEOG 325, GEOG 331, or GEOG 525; or permission of the instructor.", "[]", "{}"
2473,"GEOG418",1,"Prerequisites: GEOG 216 or GEOG 217, or permission of the instructor.", "[]", "{}"
2474,"GEOG420",1,"Prerequisite(s):  One of the following: GEOG 316, GEOG 325, or GEOG 331; or one 200- or 300-level course in Comparative Politics required; or permission of instructor.", "[]", "{}"
2475,"GEOG423",1,"Prerequisite: GEOG 310 or GEOG 408 or GEOG 410, or equivalent", "[]", "{}"
2476,"GEOG425",1,"Prerequisite(s): GEOG 217 and GEOG 325", "[]", "{}"
2477,"GEOG428",1,"Prerequisite (s): GEOG 201; and one of the following: GEOG 308, GEOG 314; or permission of the instructor", "[]", "{}"
2478,"GEOG451",2,"Corequisite: NRSC 452.", "["NRSC 452"]", "{"corequisites": "NRSC 452"}"
2479,"GEOG460",1,"Prerequisite: GEOG 360", "["GEOG 360"]", "{"prerequisites": "GEOG 360"}"
2480,"GEOG473",2,"Corequisite(s): GEOG 373, EPSC 373 and ATOC 373.", "[]", "{}"
2481,"GEOG490D2",1,"Prerequisite: GEOG 490D1", "["GEOG 490D1"]", "{"prerequisites": "GEOG 490D1"}"
2482,"GEOG491D1",1,"Prerequisite: GEOG 381", "["GEOG 381"]", "{"prerequisites": "GEOG 381"}"
2483,"GEOG491D2",1,"Prerequisite(s): GEOG 381 and GEOG 491D1", "[]", "{}"
2484,"GEOG491N2",1,"Prerequisite: GEOG 491N1", "["GEOG 491N1"]", "{"prerequisites": "GEOG 491N1"}"
2485,"GEOG492D2",1,"Prerequisite: GEOG 492D1", "["GEOG 492D1"]", "{"prerequisites": "GEOG 492D1"}"
2486,"GEOG492N2",1,"Prerequisite: GEOG 492N1", "["GEOG 492N1"]", "{"prerequisites": "GEOG 492N1"}"
2487,"GEOG493",1,"Prerequisite: GEOG 221, GEOG 303 or permission of instructor", "[]", "{}"
2488,"GEOG494",1,"Prerequisites: One of the following: GEOG 201, GEOG 203, GEOG 210, GEOG 216, GEOG 217, GEOG 272, or permission of instructor", "[]", "{}"
2489,"GEOG495",1,"Prerequisites: 6 credits from the following list of Systematic Physical Geography courses: GEOG 305, GEOG 321, GEOG 322, GEOG 350, GEOG 372", "[]", "{}"
2490,"GEOG496",1,"Prerequisites: GEOG 290 and permission of instructor ", "["GEOG 290"]", "{"prerequisites": "GEOG 290"}"
2491,"GEOG498",1,"Prerequisites: HISP 218, MATH 203 or equivalents ", "[]", "{}"
2492,"GEOG499",1,"Prerequisite: GEOG 203 or GEOG 301 ", "[]", "{}"
2493,"GEOG502",1,"Prerequisite (Undergraduate): GEOG 301 or GEOG 436, or permission of instructor", "[]", "{}"
2494,"GEOG503",1,"Prerequisite: GEOG 303 or GEOG 403 or permission of instructor", "[]", "{}"
2495,"GEOG504",1,"Prerequisites: GEOG 311 or permission of instructor ", "["GEOG 311"]", "{"prerequisites": "GEOG 311"}"
2496,"GEOG505",1,"Prerequisite: GEOG 305 or GEOG 322 and permission of instructor ", "[]", "{}"
2497,"GEOG506",1,"Prerequisite: (Undergraduate): GEOG 384 or GEOG 414; and permission of the instructor", "[]", "{}"
2498,"GEOG507",1,"Prerequisite: GEOG 331 or equivalent, and permission of instructor.", "["GEOG 331"]", "{"prerequisites": "GEOG 331"}"
2499,"GEOG510",1,"Prerequisite: GEOG 203 or equivalent and written permission of the instructor ", "["GEOG 203"]", "{"prerequisites": "GEOG 203"}"
2500,"GEOG512",1,"Prerequisite(s): GEOG 351 or SOCI 504 or SOCI 505 or ECON 337, or equivalent experience in applied multivariate regression with permission of instructor.", "[]", "{}"
2501,"GEOG514",1,"Prerequisite: GEOG 406 or ECON 347, or equivalent with permission of instructor", "[]", "{}"
2502,"GEOG515",1,"Prerequisite(s): GEOG 310, GEOG 408, or a 400-level course in development", "[]", "{}"
2503,"GEOG520",1,"Prerequisite(s): ENVR 201, and NUTR 341 or any 300 or 400-level course in agricultural science, ecology, environment, economics, geography, or nutrition, or with permission of instructor.", "[]", "{}"
2504,"GEOG522",1,"Prerequisites: BREE 217, BREE 509, EPSC 549 or GEOG 322, or permission of the instructor.", "[]", "{}"
2505,"GEOG523",1,"Prerequisite: GEOG 203 and 321 or equivalent, or permission of the instructor", "[]", "{}"
2506,"GEOG525",1,"Prerequisite(s): GEOG 325, or 9 credits of Geography courses in Urban Geography, or permission of the instructor.", "["GEOG 325"]", "{"prerequisites": "GEOG 325"}"
2507,"GEOG530",1,"Prerequisite(s): GEOG 203 or ESYS 200 or ENVR 200 or equivalent; GEOG 322 or BREE 217 or equivalent; or permission of instructor.", "[]", "{}"
2508,"GEOG535",1,"Prerequisite: GEOG 308 and written permission of instructor ", "["GEOG 308"]", "{"prerequisites": "GEOG 308"}"
2509,"GEOG536",1,"Prerequisite: GEOG 272 and any 300-level geomorphology course approved by instructor ", "[]", "{}"
2510,"GEOG550",1,"Prerequisite: GEOG 350 or BIOL 215 or PLNT 460 or permission of instructor.", "[]", "{}"
2511,"GEOG555",1,"Prerequisites: GEOG 350 or BIOL 308 or PLNT 460 and permission of instructor.", "[]", "{}"
2512,"GEOG631D2",1,"Prerequisite: GEOG 631D1", "["GEOG 631D1"]", "{"prerequisites": "GEOG 631D1"}"
2513,"GEOG631N2",1,"Prerequisite: GEOG 631N1", "["GEOG 631N1"]", "{"prerequisites": "GEOG 631N1"}"
2514,"GEOG698D2",1,"Prerequisite: GEOG 698D1", "["GEOG 698D1"]", "{"prerequisites": "GEOG 698D1"}"
2515,"GEOG698N2",1,"Prerequisite: GEOG 698N1", "["GEOG 698N1"]", "{"prerequisites": "GEOG 698N1"}"
2516,"GEOG699D2",1,"Prerequisite: GEOG 699D1", "["GEOG 699D1"]", "{"prerequisites": "GEOG 699D1"}"
2517,"GEOG699N2",1,"Prerequisite: GEOG 699N1", "["GEOG 699N1"]", "{"prerequisites": "GEOG 699N1"}"
2518,"GEOG700D2",1,"Prerequisite: GEOG 700D1", "["GEOG 700D1"]", "{"prerequisites": "GEOG 700D1"}"
2519,"GEOG701D2",1,"Prerequisite: GEOG 701D1", "["GEOG 701D1"]", "{"prerequisites": "GEOG 701D1"}"
2520,"GEOG702D2",1,"Prerequisite: GEOG 702D1", "["GEOG 702D1"]", "{"prerequisites": "GEOG 702D1"}"
2521,"GERM202D2",1,"Prerequisite: GERM 202D1", "["GERM 202D1"]", "{"prerequisites": "GERM 202D1"}"
2522,"GERM203D2",1,"Prerequisite: GERM 203D1", "["GERM 203D1"]", "{"prerequisites": "GERM 203D1"}"
2523,"GERM300",1,"Prerequisite: GERM 200 or GERM 202,202D1/D2 or equivalent, or permission of Department", "[]", "{}"
2524,"GERM307",1,"Prerequisite: GERM 202 or GERM 200, or equivalent, or permission of Department", "[]", "{}"
2525,"GERM307D1",1,"Prerequisite: GERM 200 or GERM 202, 202D1/D2, or equivalent, or permission of Department.", "[]", "{}"
2526,"GERM307D2",1,"Prerequisite: GERM 307D1", "["GERM 307D1"]", "{"prerequisites": "GERM 307D1"}"
2527,"GERM325",1,"Prerequisite: GERM 300 or GERM 307D1/D2, or equivalent, or permission of Department.", "[]", "{}"
2528,"GERM326",1,"Prerequisite(s): GERM 307 or equivalent or permission of the Instructor.", "["GERM 307"]", "{"prerequisites": "GERM 307"}"
2529,"GERM326",2,"Corequisite(s): May be taken concurrently with GERM 325 and with permission of the instructor.", "["GERM 325"]", "{"corequisites": "GERM 325"}"
2530,"GERM341",1,"Prerequisite: GERM 325 or equivalent, or permission of Department ", "["GERM 325"]", "{"prerequisites": "GERM 325"}"
2531,"GPHL201",1,"Prerequisite: GPHL 200", "["GPHL 200"]", "{"prerequisites": "GPHL 200"}"
2532,"GSFS300",1,"Prerequisite(s): GSFS 200 and GSFS 250", "[]", "{}"
2533,"GSFS301",1,"Prerequisite(s): GSFS 200 or GSFS 250", "[]", "{}"
2534,"GSFS302",1,"Prerequisite(s): GSFS 200 or GSFS 250.", "[]", "{}"
2535,"GSFS303",1,"Prerequisite(s): GSFS 200 OR GSFS 250", "[]", "{}"
2536,"GSFS304",1,"Prerequisite(s): GSFS 200 OR GSFS 250", "[]", "{}"
2537,"GSFS305",1,"Prerequisite(s):GSFS 200 OR GSFS 250", "[]", "{}"
2538,"GSFS307",1,"Prerequisite(s): GSFS 200 OR GSFS 250", "[]", "{}"
2539,"GSFS308",1,"Prerequisite(s): GSFS 200 OR GSFS 250", "[]", "{}"
2540,"GSFS400",1,"Prerequisite(s): GSFS 200, GSFS 250 and GSFS 300", "[]", "{}"
2541,"GSFS401",1,"Prerequisite(s): GSFS 200 or GSFS 250 and any GSFS 300 level course", "[]", "{}"
2542,"GSFS402",1,"Prerequisite(s): GSFS 200 or GSFS 250 and any GSFS 300 level course.", "[]", "{}"
2543,"GSFS403",1,"Prerequisite(s): GSFS 200 OR GSFS 250 and any GSFS 300 level course", "[]", "{}"
2544,"GSFS404",1,"Prerequisite(s): GSFS 200 OR GSFS 250 and any GSFS 300 level course", "[]", "{}"
2545,"GSFS405",1,"Prerequisite(s): GSFS 200 OR GSFS 250 and any GSFS 300 level course. Recommended GSFS 305.", "[]", "{}"
2546,"GSFS406",1,"Prerequisite(s): GSFS 200 OR GSFS 250 and any GSFS 300 level course", "[]", "{}"
2547,"GSFS407",1,"Prerequisite(s): GSFS 200 OR GSFS 250 and any GSFS 300 level course. Recommended GSFS 306", "[]", "{}"
2548,"GSFS450",1,"Prerequisite(s): GSFS 200 or GSFS 250 and any GSFS 300 level course.", "[]", "{}"
2549,"GSFS495D1",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.", "[]", "{}"
2550,"GSFS495D2",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.", "[]", "{}"
2551,"GSFS496D1",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.", "[]", "{}"
2552,"GSFS496D2",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.", "[]", "{}"
2553,"GSFS497D1",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.", "[]", "{}"
2554,"GSFS497D2",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.", "[]", "{}"
2555,"GSFS499",1,"Prerequisite(s): GSFS 200 or GSFS 250 and any GSFS 300 level course.", "[]", "{}"
2556,"HGEN400",1,"Prerequisites: BIOL 200 and BIOL 201 or ANAT 212/BIOC212, BIOL 202 or permission from the instructor", "[]", "{}"
2557,"HGEN600D2",1,"Prerequisite: HGEN 600D1", "["HGEN 600D1"]", "{"prerequisites": "HGEN 600D1"}"
2558,"HGEN610D2",1,"Prerequisite: HGEN 610D1", "["HGEN 610D1"]", "{"prerequisites": "HGEN 610D1"}"
2559,"HGEN621",1,"Prerequisite(s): HGEN 620", "["HGEN 620"]", "{"prerequisites": "HGEN 620"}"
2560,"HGEN630D2",1,"Prerequisite: HGEN 630D1", "["HGEN 630D1"]", "{"prerequisites": "HGEN 630D1"}"
2561,"HGEN663",1,"Prerequisite: BIOL 370 or by permission of the instructor.", "["BIOL 370"]", "{"prerequisites": "BIOL 370"}"
2562,"HGEN676",1,"Prerequisite(s): HGEN 692 or equivalent.", "["HGEN 692"]", "{"prerequisites": "HGEN 692"}"
2563,"HGEN695",1,"Prerequisites: BIOL 370 or HGEN 692 or an equivalent basic course in human genetics or permission of the instructor.", "[]", "{}"
2564,"HISP210D2",1,"Prerequisite: HISP 210D1", "["HISP 210D1"]", "{"prerequisites": "HISP 210D1"}"
2565,"HISP219",1,"Prerequisite: HISP 210 or 210D1/D2 or HISP 218 or equivalent", "[]", "{}"
2566,"HISP220D2",1,"Prerequisite: HISP 220D1", "["HISP 220D1"]", "{"prerequisites": "HISP 220D1"}"
2567,"HISP241",1,"Prerequisite: successful completion of HISP 220D1/D2, HISP 219 or equivalent", "[]", "{}"
2568,"HISP242",1,"Prerequisite: successful completion of HISP 219 or CEGEP course 607-401", "[]", "{}"
2569,"HISP242",2,"Corequisite: HISP 220D1/D2, or equivalent.", "["HISP 220D1"]", "{"corequisites": "HISP 220D1"}"
2570,"HISP243",1,"Prerequisite: successful completion of HISP 220D1/HISP 220D2, HISP 219 or equivalent", "[]", "{}"
2571,"HISP244",1,"Prerequisite: HISP 220D1/HISP 220D2, HISP 219 or equivalent", "[]", "{}"
2572,"HISP321",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.  Note: Course taught in Spanish.", "[]", "{}"
2573,"HISP326",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.  Note: Course taught in Spanish.", "[]", "{}"
2574,"HISP328",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor", "[]", "{}"
2575,"HISP332",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.  Note: Course taught in Spanish.", "[]", "{}"
2576,"HISP333",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.", "[]", "{}"
2577,"HISP340",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.", "[]", "{}"
2578,"HISP341",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.", "[]", "{}"
2579,"HISP345",1,"Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor", "[]", "{}"
2580,"HISP347",1,"Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor", "[]", "{}"
2581,"HISP352",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.", "[]", "{}"
2582,"HISP355",1,"Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor.", "[]", "{}"
2583,"HISP356",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.  Note: Course taught in Spanish.", "[]", "{}"
2584,"HISP357",1,"Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor.", "[]", "{}"
2585,"HISP358",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.", "[]", "{}"
2586,"HISP437",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.  Note: Course taught in Spanish.", "[]", "{}"
2587,"HISP438",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor", "[]", "{}"
2588,"HISP439",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.", "[]", "{}"
2589,"HISP451",1,"Prerequisites: HISP 220D1/D2 or permission of the Instructor.", "["HISP 220D1"]", "{"prerequisites": "HISP 220D1"}"
2590,"HISP453",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor. Note: Course taught in Spanish.", "[]", "{}"
2591,"HISP454",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor. Note: Course taught in Spanish.", "[]", "{}"
2592,"HISP455",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor. Note: Course taught in Spanish.", "[]", "{}"
2593,"HISP458",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor. Note: Course taught in Spanish.", "[]", "{}"
2594,"HISP490D2",1,"Prerequisite: HISP 490D1", "["HISP 490D1"]", "{"prerequisites": "HISP 490D1"}"
2595,"HISP695D2",1,"Prerequisite: HISP 695D1", "["HISP 695D1"]", "{"prerequisites": "HISP 695D1"}"
2596,"HISP695N2",1,"Prerequisite: HISP 695N1", "["HISP 695N1"]", "{"prerequisites": "HISP 695N1"}"
2597,"HISP697D2",1,"Prerequisite: HISP 697D1", "["HISP 697D1"]", "{"prerequisites": "HISP 697D1"}"
2598,"HIST224",1,"Prerequisites: HIST 204 or consent of instructor ", "["HIST 204"]", "{"prerequisites": "HIST 204"}"
2599,"HIST300",1,"Prerequisite: HIST 213 recommended", "["HIST 213"]", "{"prerequisites": "HIST 213"}"
2600,"HIST301",1,"Prerequisite(s): HIST 211 or HIST 221 recommended", "[]", "{}"
2601,"HIST302",1,"Prerequisite(s): HIST 203, HIST 215, HIST 216, HIST 218, HIST 221 or HIST 226 recommended", "[]", "{}"
2602,"HIST303",1,"Prerequisite(s): HIST 202 or HIST 203 recommended", "[]", "{}"
2603,"HIST304",1,"Prerequisite(s): HIST 203, HIST 215, HIST 216, HIST 218, HIST 221 or HIST 226 recommended", "[]", "{}"
2604,"HIST306",1,"Prerequisite: HIST 226 or HIST 215 recommended", "[]", "{}"
2605,"HIST307",1,"Prerequisite(s): HIST 207, HIST 219, HIST 226, HIST 216, or HIST 215 recommended", "[]", "{}"
2606,"HIST308",1,"Prerequisite: HIST 208 recommended", "["HIST 208"]", "{"prerequisites": "HIST 208"}"
2607,"HIST309",1,"Prerequisite: HIST 210 or HIST 213 recommended", "[]", "{}"
2608,"HIST310",1,"Prerequisite(s): HIST 207, HIST 214, HIST 215, HIST 226, HIST 249, HIST 250, or HIST 219 recommended.", "[]", "{}"
2609,"HIST312",1,"Prerequisite: HIST 202 or HIST 203 recommended.", "[]", "{}"
2610,"HIST313",1,"Prerequisite(s): HIST 214 or HIST 215 or HIST 226 recommended.", "[]", "{}"
2611,"HIST314",1,"Prerequisite(s): HIST 214, HIST 215 or HIST 250 recommended.", "[]", "{}"
2612,"HIST315",1,"Prerequisite: HIST 213 recommended.", "["HIST 213"]", "{"prerequisites": "HIST 213"}"
2613,"HIST316",1,"Prerequisite(s): HIST 214 or HIST 215 or HIST 216 recommended.", "[]", "{}"
2614,"HIST317",1,"Prerequisite: HIST 200, HIST 201, HIST 206, HIST 208, HIST 209 or HIST 218 recommended.", "[]", "{}"
2615,"HIST319",1,"Prerequisite(s): HIST 212, HIST 214, HIST 215, HIST 216, HIST 226, HIST 238, HIST 249 or HIST 250 recommended.", "[]", "{}"
2616,"HIST320",1,"Prerequisite(s): HIST 200, HIST 201, HIST 202, HIST 203, HIST 205, HIST 206, HIST 207, HIST 209, HIST 210, HIST 211, HIST 212, HIST 213, HIST 214, HIST 215, HIST 216, HIST 219, HIST 221, HIST 223, HIST 226, HIST 238, HIST 240, HIST 249, HIST 250, HIST 262, or HIST 275 recommended.", "[]", "{}"
2617,"HIST323",1,"Prerequisite(s): HIST 205, HIST 212, HIST 214, HIST 249, HIST 275 or HIST 250 recommended.", "[]", "{}"
2618,"HIST324",1,"Prerequisite: HIST 223 or INDG 200 recommended.", "[]", "{}"
2619,"HIST325",1,"Prerequisite: HIST 214 or HIST 212 recommended.", "[]", "{}"
2620,"HIST326",1,"Prerequisite: HIST 213 or HIST 215 or HIST 216 or HIST 226 or HIST 316 recommended.", "[]", "{}"
2621,"HIST327",1,"Prerequisite: HIST 211 or HIST 221 recommended.", "[]", "{}"
2622,"HIST329",1,"Prerequisite(s): HIST 215, HIST 226, HIST 262, or HIST 198 recommended.", "[]", "{}"
2623,"HIST330",1,"Prerequisite(s): HIST 202, HIST 203 or permission of instructor", "[]", "{}"
2624,"HIST331",1,"Prerequisite: HIST 211 or HIST 221 recommended.", "[]", "{}"
2625,"HIST332",1,"Prerequisite: HIST 214 or HIST 212 recommended.", "[]", "{}"
2626,"HIST333",1,"Prerequisite(s): HIST 202, HIST 214, or HIST 223 recommended.", "[]", "{}"
2627,"HIST334",1,"Prerequisite(s): HIST 202 or HIST 214 recommended.", "[]", "{}"
2628,"HIST335",1,"Prerequisite: HIST 202 or HIST 203 recommended.", "[]", "{}"
2629,"HIST336",1,"Prerequisite: HIST 214 or HIST 215 recommended.", "[]", "{}"
2630,"HIST338",1,"Prerequisite: HIST 218 recommended.", "["HIST 218"]", "{"prerequisites": "HIST 218"}"
2631,"HIST340",1,"Prerequisite(s): HIST 201, HIST 240 or ISLA 210 recommended.", "[]", "{}"
2632,"HIST341",1,"Prerequisite: HIST 209 recommended.", "["HIST 209"]", "{"prerequisites": "HIST 209"}"
2633,"HIST342",1,"Prerequisite(s): HIST 202 or HIST 203 recommended.", "[]", "{}"
2634,"HIST343",1,"Prerequisite: HIST 203 recommended.", "["HIST 203"]", "{"prerequisites": "HIST 203"}"
2635,"HIST344",1,"Prerequisite(s): HIST 208, HIST 218 or EAST 211 recommended.", "[]", "{}"
2636,"HIST345",1,"Prerequisite(s): HIST 212 or HIST 214 recommended.", "[]", "{}"
2637,"HIST346",1,"Prerequisite(s): HIST 214 or HIST 215 recommended.", "[]", "{}"
2638,"HIST347",1,"Prerequisite(s): HIST 211, HIST 215 or HIST 221 recommended.", "[]", "{}"
2639,"HIST349",1,"Prerequisite(s): HIST 214, HIST 215, HIST 226 or HIST 262 recommended.", "[]", "{}"
2640,"HIST350",1,"Prerequisite(s): HIST 214, HIST 215 or HIST 238 recommended.", "[]", "{}"
