,index,instruction
1571,1551,"###User:
Prerequisite: INTD 640.

###Answer:
'INTD 640'"
1572,2139,"###User:
Prerequisite: CCFA 502.

###Answer:
'CCFA 502'"
1573,1102,"###User:
Prerequisite: MDPH 723 or Permission of Instructor.

###Answer:
'MDPH 723'"
1574,1953,"###User:
Prerequisites: SWRK 747 AND LAWG 447 or equivalent.

###Answer:
['&', 'SWRK 747', 'LAWG 447']"
1575,671,"###User:
Prerequisite(s): (EDUM 695 or AECH 711 or AECH 572) and PUB2 275 or Departmental Approval

###Answer:
['&', ['|', 'EDUM 695', 'AECH 711', 'AECH 572'], 'PUB2 275']"
1576,951,"###User:
Prerequisite: PLAI 243 

###Answer:
'PLAI 243'"
1577,2140,"###User:
Prerequisite: IMED 547.

###Answer:
'IMED 547'"
1578,521,"###User:
Prerequisite: BIOL 245.

###Answer:
'BIOL 245'"
1579,715,"###User:
Prerequisites: ESYS 752

###Answer:
'ESYS 752'"
1580,538,"###User:
Prerequisite(s): BIOC 313, BIOC 748, BIOC 790, FAES 313, FAES 748, FAES 790, JWST 313, JWST 748

###Answer:
['&', 'BIOC 313', 'BIOC 748', 'BIOC 790', 'FAES 313', 'FAES 748', 'FAES 790', 'JWST 313', 'JWST 748']"
1581,263,"###User:
Prerequisite (Undergraduate): EDSL 678, EDSL 429, a previous course in fluid dynamics (such as PLNT 391), or permission of instructor

###Answer:
['&', 'EDSL 678', 'EDSL 429', 'PLNT 391']"
1582,2721,"###User:
Prerequisite: NRSC 707D1

###Answer:
'NRSC 707D1'"
1583,458,"###User:
Prerequisites: Permission of instructor.  CEC2 721 and OPTH 211, or their equivalents.

###Answer:
['&', 'CEC2 721', 'PRV2 211']"
1584,1464,"###User:
Prerequisite: PRV5 102J2

###Answer:
'PRV5 102J2'"
1585,3685,"###User:
Prerequisite: ECSE 644

###Answer:
'ECSE 644'"
1586,952,"###User:
Prerequisite: JWST 270

###Answer:
'JWST 270'"
1587,1069,"###User:
Corequisite: MHEC 600

###Answer:
'MHEC 600'"
1588,144,"###User:
Prerequisite: SCSD 475 or SCSD 484 or SCSD 527 or SCSD 547 or SCSD 752 or permission of instructor

###Answer:
['|', 'SCSD 475', 'SCSD 484', 'SCSD 527', 'SCSD 547', 'SCSD 752']"
1589,4217,"###User:
Prerequisite: ANTH 226.

###Answer:
'ANTH 226'"
1590,1532,"###User:
Corequisites: MUSR 711 and MUSR 779 or MUSR 700D1/D2 or MUSR 533D1/D2.

###Answer:
['|', ['&', 'MUSR 711', 'MUSR 779'], 'MUSR 700D1', 'MUSR 700D2', 'MUSR 533D1', 'MUSR 533D2' ]"
1591,104,"###User:
Prerequisite(s): EDPT 505 or EDPT 451 or EDER 684

###Answer:
['|', 'EDPT 505', 'EDPT 451', 'EDER 684']"
1592,2396,"###User:
Prerequisite: EXSU 422.

###Answer:
'EXSU 422'"
1593,3714,"###User:
Prerequisite: GSFS 323

###Answer:
'GSFS 323'"
1594,3363,"###User:
Prerequisites: NUTR 783 and instructor permission

###Answer:
'NUTR 783'"
1595,2515,"###User:
Prerequisite: CIAM 616N1

###Answer:
'CIAM 616N1'"
1596,188,"###User:
Prerequisites: FSCI 305 and FSCI 218

###Answer:
['&', 'FSCI 305', 'FSCI 218']"
1597,2913,"###User:
Prerequisite: BUS2 673 or permission of instructor.

###Answer:
'BUS2 673'"
1598,1036,"###User:
Prerequisite: ORGB 735J1

###Answer:
'ORGB 735J1'"
1599,2590,"###User:
Prerequisite: Successful completion of any Survey of Literature (CANS 176, CANS 231, CANS 452, CANS 626) or permission of the instructor. Note: Course taught in Spanish.

###Answer:
['|', 'CANS 176', 'CANS 231', 'CANS 452', 'CANS 626']"
1600,1397,"###User:
Prerequisite: ENVB 147J1

###Answer:
'ENVB 147J1'"
1601,2881,"###User:
Prerequisite(s): MURG 220

###Answer:
'MURG 220'"
1602,1407,"###User:
Prerequisite: IDFC 301J2

###Answer:
'IDFC 301J2'"
1603,3219,"###User:
Prerequisite: SWRK 468D1

###Answer:
'SWRK 468D1'"
1604,103,"###User:
Prerequisite: INDR 699 (or equivalent, or permission)

###Answer:
'INDR 699'"
1605,3150,"###User:
Prerequisite: CANS 679.

###Answer:
'CANS 679'"
1606,3397,"###User:
Prerequisite: MUPD 422 or equivalent 

###Answer:
'MUPD 422'"
1607,192,"###User:
Prerequisite: EDEM 513 

###Answer:
'EDEM 513'"
1608,160,"###User:
Prerequisites: EXMD 688 or EXMD 371.

###Answer:
['|', 'EXMD 688', 'EXMD 371']"
1609,259,"###User:
Prerequisite(s): DENT 691 or DENT 751, DENT 404 or DENT 695, NUR2 165 or NUR2 115, and NUR2 249

###Answer:
['&', ['|', 'DENT 691', 'DENT 751'], ['|', 'DENT 404', 'DENT 695'], ['|', 'NUR2 165', 'NUR2 115'], 'NUR2 249']"
1610,3367,"###User:
Prerequisite(s): CMSC 417 and (CMSC 166 or PHGY 112) and (CMSC 119 or PHGY 166)

###Answer:
['&', 'CMSC 417', ['|', 'CMSC 166', 'PHGY 112'], ['|', 'CMSC 119', 'PHGY 166']]"
1611,335,"###User:
Prerequisites: CPRL 800 or CPL2 800 or MUPD456, CPL2 498, one of AECH 740 or MUPD 168; one of CPRL 557 or CPL2 517; CPRL 160 recommended

###Answer:
['&', ['|', 'CPRL 800', 'CPL2 800', 'MUPD 456'], 'CPL2 498', ['|', 'MGCR 740', 'MUPD 168'], ['&', 'CPRL 557', 'CPL2 517']]"
1612,485,"###User:
Prerequisite: SOCI 512 (formerly CMRK 512)

###Answer:
'SOCI 512'"
1613,187,"###User:
Prerequisites: PROC 521 and PROC 396

###Answer:
['&', 'PROC 521', 'PROC 396']"
1614,3221,"###User:
Prerequisites: RUSS 201, RUSS 199. Pre-/Co-requisite: RUSS 577.

###Answer:
['&', 'RUSS 201', 'RUSS 199', 'RUSS 577']"
1615,191,"###User:
Prerequisite: SENT 439 or permission of instructor 

###Answer:
'SENT 439'"
1616,2896,"###User:
Prerequisite: BIOC 739D1

###Answer:
'BIOC 739D1'"
1617,185,"###User:
Prerequisite(s): IMED 683

###Answer:
'IMED 683'"
1618,1727,"###User:
Prerequisite: MIME 248 and permission of the instructor.

###Answer:
'MIME 248'"
1619,3284,"###User:
Prerequisites: EDES 482 or EDES 469 or equivalent, and EDES 736 or EDES 785 or equivalent.

###Answer:
['&', ['|', 'EDES 482', 'EDES 469'], ['|', 'EDES 736', 'EDES 785']]"
1620,3904,"###User:
Prerequisite: FAES 124

###Answer:
'FAES 124'"
1621,3447,"###User:
Prerequisite(s): EDEM 366, EDEM 737, EDEM 107 (EDEM 628 highly recommended).

###Answer:
['&', 'EDEM 366', 'EDEM 737', 'EDEM 107']"
1622,1870,"###User:
Prerequisites: EDEA 148, EDEA 642, EDEA 707, EDEA 418, ARTE 688, (ENTO 123 or ENTO 123D1/D2), (ARTE 346 or ARTE 346D1/D2).

###Answer:
['&', 'EDEA 148', 'EDEA 642', 'EDEA 707', 'EDEA 418', 'ARTE 688', ['|', 'ENTO 123', ['&', 'ENTO 123D1', 'ENTO 123D2']], ['|', 'ARTE 346', ['&', 'ARTE 346D1', 'ARTE 346D2']]]"
1623,1575,"###User:
Prerequisites: CHEM 348 or CHEM 396 and one of CHEM 308, CHEM 186 

###Answer:
['&', ['|', 'CHEM 348', 'CHEM 396'], 'CHEM 308', 'CHEM 186']"
1624,3705,"###User:
Prerequisite: BIEN 546 or equivalent or permission of the instructor

###Answer:
'BIEN 546'"
1625,3611,"###User:
Prerequisite: CIAM 750

###Answer:
'CIAM 750'"
1626,210,"###User:
Prerequisite: MUAR 587 or permission of instructor 

###Answer:
'MUAR 587'"
1627,3076,"###User:
Prerequisite: ARTH 515

###Answer:
'ARTH 515'"
1628,420,"###User:
Prerequisite: MUPP 565D1.

###Answer:
'MUPP 565D1'"
1629,2299,"###User:
Prerequisite: OCC1 429N1

###Answer:
'OCC1 429N1'"
1630,4729,"###User:
Prerequisite: CMPL 687

###Answer:
'CMPL 687'"
1631,3383,"###User:
Prerequisites: (GEOG 592 and INLG 469 and INLG 102) or (BIOC 733 and BIOC 209) or permission of instructor

###Answer:
['|', ['&', 'GEOG 592', 'INLG 469', 'INLG 102'], ['&', 'BIOC 733', 'BIOC 209']]"
1632,2810,"###User:
Prerequisite: MGPO 239.

###Answer:
'MGPO 239'"
1633,2594,"###User:
Prerequisite: OCCH 258D1

###Answer:
'OCCH 258D1'"
1634,31,"###User:
Prerequisite(s): Any two of the following:  PLAI 788, PLAI 140, PLAI 459, PLAI 660.

###Answer:
['|', ['&', 'PLAI 788', 'PLAI 140'], ['&', 'PLAI 788', 'PLAI 459'], ['&', 'PLAI 788', 'PLAI 660'], ['&', 'PLAI 140', 'PLAI 459'], ['&', 'PLAI 140', 'PLAI 660'], ['&', 'PLAI 459', 'PLAI 660']]"
1635,4123,"###User:
Prerequisite: ANSC 599 

###Answer:
'ANSC 599'"
1636,3922,"###User:
Prerequisite: PATH 279 or permission of the instructor.

###Answer:
'PATH 279'"
1637,2593,"###User:
Prerequisite: Successful completion of any Survey of Literature (EAST 560, EAST 653, EAST 731, EAST 216) or permission of the instructor. Note: Course taught in Spanish.

###Answer:
['|', 'EAST 560', 'EAST 653', 'EAST 731', 'EAST 216']"
1638,4676,"###User:
Prerequisite: CMRK 466D1

###Answer:
'CMRK 466D1'"
1639,3622,"###User:
Prerequisite(s): SENT 285

###Answer:
'SENT 285'"
1640,3240,"###User:
Prerequisites: ORGB 528, PRV2 632, MUGT 248, MUGT 684.

###Answer:
['&', 'ORGB 528', 'PRV2 632', 'MUGT 248', 'MUGT 684']"
1641,4334,"###User:
Prerequisite: CCLW 389D1

###Answer:
'CCLW 389D1'"
1642,1506,"###User:
Prerequisite: MRKT 492D1

###Answer:
'MRKT 492D1'"
1643,3419,"###User:
Prerequisite: GERM 371N1

###Answer:
'GERM 371N1'"
1644,4452,"###User:
Prerequisite: EDSP 504D1

###Answer:
'EDSP 504D1'"
1645,3186,"###User:
Prerequisite: BIOE 414

###Answer:
'BIOE 414'"
1646,2023,"###User:
Prerequisites: CCTR 618 - Advanced Research Seminar 1, CCTR 172 - Advanced Research Seminar 2, CCTR 780 - Advanced Research Seminar 3

###Answer:
['&', 'CCTR 618', 'CCTR 172', 'CCTR 780']"
1647,4244,"###User:
Prerequisite: GSFS 237

###Answer:
'GSFS 237'"
1648,2407,"###User:
Prerequisite(s): (EXMD 209 OR EXMD 175 OR Instructor's approval) AND (EDFM 209 OR EDFM 626 OR Instructor's approval)

###Answer:
['&', ['|', 'EXMD 209', 'EXMD 175'], ['|', 'EDFM 209', 'EDFM 626']]"
1649,255,"###User:
Corequisites: EXMD 488, MGPO 626, CEN2 407 or permission of the Program Director

###Answer:
['&', 'EXMD 488', 'MGPO 626', 'CEN2 407']"
1650,2578,"###User:
Prerequisite: Successful completion of any Survey of Literature (MUSP 605, MUSP 318, MUSP 607, MUSP 358) or permission of the instructor.

###Answer:
['|', 'MUSP 605', 'MUSP 318', 'MUSP 607', 'MUSP 358']"
1651,257,"###User:
Prerequisite(s): Two courses from the following list: MSUS 392, MSUS 227,MSUS 385, MSUS 235, PPOL 213, PPOL 173, ISLA 392, ISLA 706, ISLA 494, ISLA 448, ISLA 508, JWST 322, JWST 576, JWST 735, MUHL 567.

###Answer:
['|', ['&', 'MSUS 392', 'MSUS 227'], ['&', 'MSUS 392', 'MSUS 385'], ['&', 'MSUS 392', 'MSUS 235'], ['&', 'MSUS 392', 'PPOL 213'], ['&', 'MSUS 392', 'PPOL 173'], ['&', 'MSUS 392', 'ISLA 392'], ['&', 'MSUS 392', 'ISLA 494'], ['&', 'MSUS 392', 'ISLA 448'], ['&', 'MSUS 392', 'ISLA 508'], ['&', 'MSUS 392', 'JWST 322'], ['&', 'MSUS 392', 'JWST 576'], ['&', 'MSUS 392', 'JWST 735'], ['&', 'MSUS 392', 'MUHL 567'], ['&', 'MSUS 227', 'MSUS 385'], ['&', 'MSUS 227', 'MSUS 235'], ['&', 'MSUS 227', 'PPOL 213'], ['&', 'MSUS 227', 'PPOL 173'], ['&', 'MSUS 227', 'ISLA 392'], ['&', 'MSUS 227', 'ISLA 494'], ['&', 'MSUS 227', 'ISLA 448'], ['&', 'MSUS 227', 'ISLA 508'], ['&', 'MSUS 227', 'JWST 322'], ['&', 'MSUS 227', 'JWST 576'], ['&', 'MSUS 227', 'JWST 735'], ['&', 'MSUS 227', 'MUHL 567'], ['&', 'MSUS 385', 'MSUS 235'], ['&', 'MSUS 385', 'PPOL 213'], ['&', 'MSUS 385', 'PPOL 173'], ['&', 'MSUS 385', 'ISLA 392'], ['&', 'MSUS 385', 'ISLA 494'], ['&', 'MSUS 385', 'ISLA 448'], ['&', 'MSUS 385', 'ISLA 508'], ['&', 'MSUS 385', 'JWST 322'], ['&', 'MSUS 385', 'JWST 576'], ['&', 'MSUS 385', 'JWST 735'], ['&', 'MSUS 385', 'MUHL 567'], ['&', 'MSUS 235', 'PPOL 213'], ['&', 'MSUS 235', 'PPOL 173'], ['&', 'MSUS 235', 'ISLA 392'], ['&', 'MSUS 235', 'ISLA 494'], ['&', 'MSUS 235', 'ISLA 448'], ['&', 'MSUS 235', 'ISLA 508'], ['&', 'MSUS 235', 'JWST 322'], ['&', 'MSUS 235', 'JWST 576'], ['&', 'MSUS 235', 'JWST 735'], ['&', 'MSUS 235', 'MUHL 567'], ['&', 'PPOL 213', 'PPOL 173'], ['&', 'PPOL 213', 'ISLA 392'], ['&', 'PPOL 213', 'ISLA 494'], ['&', 'PPOL 213', 'ISLA 448'], ['&', 'PPOL 213', 'ISLA 508'], ['&', 'PPOL 213', 'JWST 322'], ['&', 'PPOL 213', 'JWST 576'], ['&', 'PPOL 213', 'JWST 735'], ['&', 'PPOL 213', 'MUHL 567'], ['&', 'PPOL 173', 'ISLA 392'], ['&', 'PPOL 173', 'ISLA 494'], ['&', 'PPOL 173', 'ISLA 448'], ['&', 'PPOL 173', 'ISLA 508'], ['&', 'PPOL 173', 'JWST 322'], ['&', 'PPOL 173', 'JWST 576'], ['&', 'PPOL 173', 'JWST 735'], ['&', 'PPOL 173', 'MUHL 567'], ['&', 'ISLA 392', 'ISLA 494'], ['&', 'ISLA 392', 'ISLA 448'], ['&', 'ISLA 392', 'ISLA 508'], ['&', 'ISLA 392', 'JWST 322'], ['&', 'ISLA 392', 'JWST 576'], ['&', 'ISLA 392', 'JWST 735'], ['&', 'ISLA 392', 'MUHL 567'], ['&', 'ISLA 494', 'ISLA 448'], ['&', 'ISLA 494', 'ISLA 508'], ['&', 'ISLA 494', 'JWST 322'], ['&', 'ISLA 494', 'JWST 576'], ['&', 'ISLA 494', 'JWST 735'], ['&', 'ISLA 494', 'MUHL 567'], ['&', 'ISLA 448', 'ISLA 508'], ['&', 'ISLA 448', 'JWST 322'], ['&', 'ISLA 448', 'JWST 576'], ['&', 'ISLA 448', 'JWST 735'], ['&', 'ISLA 448', 'MUHL 567'], ['&', 'ISLA 508', 'JWST 322'], ['&', 'ISLA 508', 'JWST 576'], ['&', 'ISLA 508', 'JWST 735'], ['&', 'ISLA 508', 'MUHL 567'], ['&', 'JWST 322', 'JWST 576'], ['&', 'JWST 322', 'JWST 735'], ['&', 'JWST 322', 'MUHL 567'], ['&', 'JWST 576', 'JWST 735'], ['&', 'JWST 576', 'MUHL 567'], ['&', 'JWST 735', 'MUHL 567']]"
1652,261,"###User:
Prerequisite (Undergraduate): MURG 232, MURG 795, or permission of instructor

###Answer:
['&', 'MURG 232', 'MURG 795']"
1653,3559,"###User:
Prerequisites: AEMA 324

###Answer:
'AEMA 324'"
1654,3743,"###User:
Prerequisite: PRV3 733D1.

###Answer:
'PRV3 733D1'"
1655,2572,"###User:
Prerequisite: Successful completion of any Survey of Literature (CACF 135, CACF 508, CACF 766, CACF 467) or permission of the instructor.  Note: Course taught in Spanish.

###Answer:
['|', 'CACF 135', 'CACF 508', 'CACF 766', 'CACF 467']"
1656,4702,"###User:
Prerequisite: EDEM 721 or permission of instructor

###Answer:
'EDEM 721'"
1657,1384,"###User:
Prerequisite: BIOE 159J2

###Answer:
'BIOE 159J2'"
1658,2463,"###User:
Prerequisite(s): CMR2 506; CMR2 103 or SOCI 659; and CMR2 726; or permission of the instructor.

###Answer:
['&', 'CMR2 506', ['|', 'CMR2 103', 'SOCI 659'], 'CMR2 726']"
1659,549,"###User:
Prerequisite: MBA Core (WRIT 690, WRIT 792, WRIT 313, WRIT 485, and WRIT 220) or (WRIT 483, WRIT 653, WRIT 716, WRIT 367, WRIT 729, WRIT 602, WRIT 512, WRIT 707, WRIT 778, WRIT 244, WRIT 370, WRIT 406).

###Answer:
['|', ['&', 'WRIT 690', 'WRIT 792', 'WRIT 313', 'WRIT 485', 'WRIT 220'], ['&', 'WRIT 483', 'WRIT 653', 'WRIT 716', 'WRIT 367', 'WRIT 729', 'WRIT 602', 'WRIT 512', 'WRIT 707', 'WRIT 778', 'WRIT 244', 'WRIT 370', 'WRIT 406']]"
1660,264,"###User:
Prerequisites: ANAT 638, ANAT 553, and one of FACC 687 or FACC 553 or FACC 681, or permission of the instructor.

###Answer:
['&', 'ANAT 638', 'ANAT 553', ['|', 'FACC 687', 'FACC 553', 'FACC 681']]"
1661,3,"###User:
Prerequisites: HSEL 463 and HSEL 102

###Answer:
['&', 'HSEL 463', 'HSEL 102']"
1662,1569,"###User:
Corequisite: ANAT 507D2.

###Answer:
'ANAT 507D2'"
1663,4434,"###User:
Prerequisite: HSEL 146D1

###Answer:
'HSEL 146D1'"
1664,1547,"###User:
Prerequisites: PRV4 723 and a statistics course or permission of the instructor.

###Answer:
'PRV4 723'"
1665,1875,"###User:
Prerequisites: CCMA 323, (BBME 459 or BBME 766D1, BBME 766D2 or BBME 559D1, BBME 559D2), (GERM 766 or GERM 559 or GERM 559D1, GERM 559D2).

###Answer:
['&', 'CCMA 323', ['|', 'BBME 459', 'BBME 766D1', 'BBME 766D2', 'BBME 559D1', 'BBME 559D2'], ['|', 'GERM 766', 'GERM 559', 'GERM 559D1', 'GERM 559D2']]"
1666,3117,"###User:
Prerequisites: FRSL 165 or FRSL 121 or FRSL 235 or FRSL 479, EXSU 611 or consent of instructor.

###Answer:
['&', ['|', 'FRSL 165', 'FRSL 121', 'FRSL 235', 'FRSL 479'], 'EXSU 611']"
1667,4337,"###User:
Prerequisite(s): MIMM 263D1.

###Answer:
'MIMM 263D1'"
1668,2278,"###User:
Prerequisite: RELG 239D1

###Answer:
'RELG 239D1'"
1669,1130,"###User:
Corequisite: CEGL 210

###Answer:
'CEGL 210'"
1670,21,"###User:
Prerequisite: CPD2 328.

###Answer:
'CPD2 328'"
1671,367,"###User:
Prerequisite: COMS 589 or COMS 727 or FDSCP Physics, and one of the following: EDEM 589, CENG 175, or NUR1 583, or permission of the instructor.

###Answer:
['&', ['|', 'COMS 589', 'COMS 727'], ['|', 'EDEM 589', 'CENG 175', 'NUR1 583']]"
1672,604,"###User:
Prerequisite: PRV4 556 or permission of instructor

###Answer:
'PRV4 556'"
1673,66,"###User:
Prerequisites: LIBA 641, LIBA 475, LIBA 458 and an accounting course, or approval of instructor

###Answer:
['&', 'LIBA 641', 'LIBA 475', 'LIBA 458']"
1674,974,"###User:
Corequisite: Students in HSED 511 are required to take the laboratory, HSED 568, either simultaneously with HSED 511 or in the term following HSED 511.

###Answer:
'HSED 568'"
1675,2831,"###User:
Prerequisite: CMS2 770.

###Answer:
'CMS2 770'"
1676,2727,"###User:
Prerequisite: CACC 780D1

###Answer:
'CACC 780D1'"
1677,2588,"###User:
Prerequisite: Successful completion of any Survey of Literature (CHEE 435, CHEE 274, CHEE 340, CHEE 739) or permission of the instructor.

###Answer:
['|', 'CHEE 435', 'CHEE 274', 'CHEE 340', 'CHEE 739']"
1678,3139,"###User:
Prerequisite(s): EDPH 149 or EDPH 141, and EDPH 632 or EDPH 575, and EDPH 336 or equivalent.

###Answer:
['&', ['|', 'EDPH 149', 'EDPH 141'], ['|', 'EDPH 632', 'EDPH 575'], 'EDPH 336']"
1679,2856,"###User:
Prerequisite: CACF 166 and permission of Graduate Program Director.

###Answer:
'CACF 166'"
1680,41,"###User:
Prerequisites: EDEA 207 and COMP 112 or equivalent INTGP objectives 00UP and 00UQ or permission of instructor

###Answer:
['&', 'EDEA 207', 'COMP 112']"
1681,3547,"###User:
Prerequisites: EDER 274

###Answer:
'EDER 274'"
1682,1429,"###User:
Prerequisite: ARTH 330D1

###Answer:
'ARTH 330D1'"
1683,1530,"###User:
Prerequisite: CSPN 335D1

###Answer:
'CSPN 335D1'"
1684,2006,"###User:
Prerequisite: MICR 316 or equivalent

###Answer:
'MICR 316'"
1685,3862,"###User:
Prerequisite: WRIT 409

###Answer:
'WRIT 409'"
1686,1000,"###User:
Corequisite(s): EDEC 273

###Answer:
'EDEC 273'"
1687,195,"###User:
Prerequisites: COGS 206, COGS 167, COGS 731

###Answer:
['&', 'COGS 206', 'COGS 167', 'COGS 731']"
1688,923,"###User:
Prerequisite: BIOL 182.

###Answer:
'BIOL 182'"
1689,4158,"###User:
Prerequisite: MUJZ 352.

###Answer:
'MUJZ 352'"
1690,4176,"###User:
Prerequisite: INDR 541D1.

###Answer:
'INDR 541D1'"
1691,434,"###User:
Prerequisite(s): NSCI 151 (or PSYC 307 plus PSYC 336), and at least one 713- or 721-level course in ecology, evolution, or conservation biology.

###Answer:
['|', 'NSCI 151', ['&', 'PSYC 307', 'PSYC 336']]"
1692,1137,"###User:
Prerequisite: CFRN 451D1

###Answer:
'CFRN 451D1'"
1693,2591,"###User:
Prerequisite: Successful completion of any Survey of Literature (GERM 211, GERM 532, GERM 378, GERM 320) or permission of the instructor. Note: Course taught in Spanish.

###Answer:
['|', 'GERM 211', 'GERM 532', 'GERM 378', 'GERM 320']"
1694,4050,"###User:
Prerequisite: BMDE 453

###Answer:
'BMDE 453'"
1695,1017,"###User:
Prerequisite: RELG 635 (or equivalent) and PROC 752 or RELG 738

###Answer:
['&', 'RELG 635',['|', 'PROC 752', 'RELG 738']]"
1696,3177,"###User:
Prerequisites: BIEN 694 or MDST 474 or (MDST 353, BIEN 781, BIEN 736 and BIEN 228) or MUSR 353.

###Answer:
['|', 'BIEN 694', 'MDST 474', ['&', 'MDST 353', 'BIEN 781', 'BIEN 736', 'BIEN 228'], 'MUSR 353']"
1697,1996,"###User:
Prerequisite: SOCI 256D1

###Answer:
'SOCI 256D1'"
1698,1896,"###User:
Prerequisite: SOIL 609

###Answer:
'SOIL 609'"
1699,2814,"###User:
Prerequisite: MUTH 103D1

###Answer:
'MUTH 103D1'"
1700,742,"###User:
Prerequisite(s): ONCO 628, ONCO 707, EPT - Placement test (Intermediate Mid), or permission of the department.

###Answer:
['&', 'ONCO 628', 'ONCO 707']"
1701,3149,"###User:
Prerequisites: CEC2 516 or CEC2 590 or CEC2 121 or CEC2 204. CEC2 659 or CEC2 407 or CEC2 495. CEC2 198 or CEC2 350. MUPD 274 or MUPD 145 or MUPD 563 or equivalent.

###Answer:
['&', ['|', 'CEC2 516', 'CEC2 590', 'CEC2 121', 'CEC2 204'], ['|', 'CEC2 659', 'CEC2 407', 'CEC2 495'], ['|', 'CEC2 198', 'CEC2 350'], ['|', 'MUPD 274', 'MUPD 145', 'MUPD 563']]"
1702,798,"###User:
Corequisite(s) : POTH 630

###Answer:
'POTH 630'"
1703,2963,"###User:
Prerequisite: SOIL 500D1

###Answer:
'SOIL 500D1'"
1704,3393,"###User:
Prerequisite: CCAU 346 or equivalent 

###Answer:
'CCAU 346'"
1705,2964,"###User:
Prerequisite: FILM 490D1

###Answer:
'FILM 490D1'"
1706,336,"###User:
Prerequisite(s): CCMA 755 and permission of the course coordinator and the research director.

###Answer:
'CCMA 755'"
1707,4459,"###User:
Prerequisite: HPSC 384D1

###Answer:
'HPSC 384D1'"
1708,2775,"###User:
Prerequisite: HSED 695 

###Answer:
'HSED 695'"
1709,2585,"###User:
Prerequisite: Successful completion of any Survey of Literature (MUAR 543, MUAR 731, MUAR 413, MUAR 206) or permission of the instructor.

###Answer:
['|', 'MUAR 543', 'MUAR 731', 'MUAR 413', 'MUAR 206']"
1710,83,"###User:
Prerequisites for Honours Anatomy &amp; Cell Biology students: FSCI 344 and FSCI 397.

###Answer:
['&', 'FSCI 344', 'FSCI 397']"
1711,197,"###User:
Prerequisite(s): BREE 797, BREE 644

###Answer:
['&', 'BREE 797', 'BREE 644']"
1712,444,"###User:
Prerequisites: INTD 437 or INTD 295, and INTD469; or permission of the instructor

###Answer:
['&', ['|', 'INTD 437', 'INTD 295'], 'INTD 469']"
1713,1692,"###User:
Prerequisite: MUPG 586 OR PARA 586 and at least 42 Departmental credits

###Answer:
['|', 'MUPG 586', 'PARA 586']"
1714,2190,"###User:
Prerequisites: MURG 297. Acceptance to Honours Program in Environment.

###Answer:
'MURG 297'"
1715,2695,"###User:
Prerequisites: CEFN 731 or a course in British History or permission of instructor.

###Answer:
'CEFN 731'"
1716,3476,"###User:
Prerequisite: RETL 207

###Answer:
'RETL 207'"
1717,1096,"###User:
Prerequisite: HSSM 202

###Answer:
'HSSM 202'"
1718,60,"###User:
Prerequisite: BASC 575 or equivalent

###Answer:
'BASC 575'"
1719,1823,"###User:
Prerequisite: FIGI 391.

###Answer:
'FIGI 391'"
1720,3192,"###User:
Prerequisite: LLCU 228 or equivalent or permission of instructor.

###Answer:
'LLCU 228'"
1721,1049,"###User:
Prerequisite: ARCH 130

###Answer:
'ARCH 130'"
1722,776,"###User:
Corequisite: EPSC 357

###Answer:
'EPSC 357'"
1723,1311,"###User:
Prerequisite: MIME 248

###Answer:
'MIME 248'"
1724,2832,"###User:
Prerequisite: EDTL 482.

###Answer:
'EDTL 482'"
1725,1319,"###User:
Prerequisite: MATH 106N1

###Answer:
'MATH 106N1'"
1726,2846,"###User:
Corequisite: FREN 564.

###Answer:
'FREN 564'"
1727,459,"###User:
Prerequisites: ORGB 450 or EDER 785; and EDER 709, or equivalents.

###Answer:
['&', ['|', 'ARTH 450', 'EDER 785'], 'EDER 709']"
1728,1561,"###User:
Prerequisite: a grade of 65% or better in ANSC 581 or ANSC 542 or an equivalent qualification in statistics. Familiarity with matrix algebra is highly recommended.

###Answer:
['|', 'ANSC 581', 'ANSC 542']"
1729,127,"###User:
Prerequisite: OCC1 594, or OCC1 585, or OCC1 792, or OCC1 680, or OCC1 221, or OCC1 417, or OCC1 786 or permission of instructor 

###Answer:
['|', 'OCC1 594', 'OCC1 585', 'OCC1 792', 'OCC1 680', 'OCC1 221', 'OCC1 417', 'OCC1 786']"
1730,3243,"###User:
Prerequisites: (INDG 690 or CPAC 690) and CAFT 486.

###Answer:
['&', ['|', 'INDG 690', 'CPAC 690'], 'CAFT 486']"
1731,4370,"###User:
Prerequisites: PRV3 346 or equivalent; requires departmental approval.

###Answer:
'PRV3 346'"
1732,1770,"###User:
Prerequisite: CMRK 133N1.

###Answer:
'CMRK 133N1'"
1733,546,"###User:
Prerequisite: MBA Core (EDEE 434, EDEE 671, EDEE 534, EDEE 784, and EDEE 387) or (EDEE 487, EDEE 603, EDEE 786, EDEE 541, EDEE 136, EDEE 609, EDEE 567, EDEE 553, EDEE 694, EDEE 685, EDEE 393, and EDEE 473).

###Answer:
['|', ['&', 'EDEE 434', 'EDEE 671', 'EDEE 534', 'EDEE 784', 'EDEE 387'], ['&', 'EDEE 487', 'EDEE 603', 'EDEE 786', 'EDEE 541', 'EDEE 136', 'EDEE 609', 'EDEE 567', 'EDEE 553', 'EDEE 694', 'EDEE 685', 'EDEE 393', 'EDEE 473']]"
