,Unnamed: 0,index,course,req_type,requisite,object_tree,json_tree
117,107,185,ARCH325,1,Prerequisite(s): IMED 683,'IMED 683',{}
118,996,1727,ECSE536,1,Prerequisite: MIME 248 and permission of the instructor.,'MIME 248',{}
119,1424,3284,MECH656,1,"Prerequisites: EDES 482 or EDES 469 or equivalent, and EDES 736 or EDES 785 or equivalent.","['&', ['|', 'EDES 482', 'EDES 469'], ['|', 'EDES 736', 'EDES 785']]",{}
120,2255,3904,NUR2632,1,Prerequisite: FAES 124,'FAES 124',{}
121,1473,3447,MIMM385,1,"Prerequisite(s): EDEM 366, EDEM 737, EDEM 107 (EDEM 628 highly recommended).","['&', 'EDEM 366', 'EDEM 737', 'EDEM 107']",{}
122,800,1870,EDFE306,1,"Prerequisites: EDEA 148, EDEA 642, EDEA 707, EDEA 418, ARTE 688, (ENTO 123 or ENTO 123D1/D2), (ARTE 346 or ARTE 346D1/D2).","['&', 'EDEA 148', 'EDEA 642', 'EDEA 707', 'EDEA 418', 'ARTE 688', ['|', 'ENTO 123', ['&', 'ENTO 123D1', 'ENTO 123D2']], ['|', 'ARTE 346', ['&', 'ARTE 346D1', 'ARTE 346D2']]]",{}
123,636,1575,ECON406,1,"Prerequisites: CHEM 348 or CHEM 396 and one of CHEM 308, CHEM 186 ","['&', ['|', 'CHEM 348', 'CHEM 396'], 'CHEM 308', 'CHEM 186']",{}
124,2142,3705,MUPG689,1,Prerequisite: BIEN 546 or equivalent or permission of the instructor,'BIEN 546',{}
125,2064,3611,MUIN451,1,Prerequisite: CIAM 750,'CIAM 750',{}
126,126,210,ARCH528,1,Prerequisite: MUAR 587 or permission of instructor ,'MUAR 587',{}
127,1767,3076,LING775,1,Prerequisite: ARTH 515,'ARTH 515',{}
128,233,420,BIOL469D2,1,Prerequisite: MUPP 565D1.,'MUPP 565D1',{}
129,1334,2299,EXSU691N2,1,Prerequisite: OCC1 429N1,'OCC1 429N1',{}
130,2762,4729,WRIT451,1,Prerequisite: CMPL 687,'CMPL 687',{}
131,1458,3383,MIME515,1,Prerequisites: (GEOG 592 and INLG 469 and INLG 102) or (BIOC 733 and BIOC 209) or permission of instructor,"['|', ['&', 'GEOG 592', 'INLG 469', 'INLG 102'], ['&', 'BIOC 733', 'BIOC 209']]",{}
132,1596,2810,INDS420,1,Prerequisite: MGPO 239.,'MGPO 239',{}
133,1480,2594,HISP490D2,1,Prerequisite: OCCH 258D1,'OCCH 258D1',{}
134,7,31,ACCT695,1,"Prerequisite(s): Any two of the following:  PLAI 788, PLAI 140, PLAI 459, PLAI 660.","['|', ['&', 'PLAI 788', 'PLAI 140'], ['&', 'PLAI 788', 'PLAI 459'], ['&', 'PLAI 788', 'PLAI 660'], ['&', 'PLAI 140', 'PLAI 459'], ['&', 'PLAI 140', 'PLAI 660'], ['&', 'PLAI 459', 'PLAI 660']]",{}
135,2379,4123,PHGY552,1,Prerequisite: ANSC 599 ,'ANSC 599',{}
136,2262,3922,NUR2663,1,Prerequisite: PATH 279 or permission of the instructor.,'PATH 279',{}
137,1112,2593,HISP458,1,"Prerequisite: Successful completion of any Survey of Literature (EAST 560, EAST 653, EAST 731, EAST 216) or permission of the instructor. Note: Course taught in Spanish.","['|', 'EAST 560', 'EAST 653', 'EAST 731', 'EAST 216']",{}
138,2719,4676,SWRK698D2,1,Prerequisite: CMRK 466D1,'CMRK 466D1',{}
139,2075,3622,MUIN631,1,Prerequisite(s): SENT 285,'SENT 285',{}
140,1398,3240,MECH419,1,"Prerequisites: ORGB 528, PRV2 632, MUGT 248, MUGT 684.","['&', 'ORGB 528', 'PRV2 632', 'MUGT 248', 'MUGT 684']",{}
141,2497,4334,POTH699D2,1,Prerequisite: CCLW 389D1,'CCLW 389D1',{}
142,896,1506,EAST495D2,1,Prerequisite: MRKT 492D1,'MRKT 492D1',{}
143,1951,3419,MIME673N2,1,Prerequisite: GERM 371N1,'GERM 371N1',{}
144,2560,4452,PSYC707D2,1,Prerequisite: EDSP 504D1,'EDSP 504D1',{}
145,1815,3186,MATH576,1,Prerequisite: BIOE 414,'BIOE 414',{}
146,854,2023,EDPE707,1,"Prerequisites: CCTR 618 - Advanced Research Seminar 1, CCTR 172 - Advanced Research Seminar 2, CCTR 780 - Advanced Research Seminar 3","['&', 'CCTR 618', 'CCTR 172', 'CCTR 780']",{}
147,2456,4244,PLNT300,1,Prerequisite: GSFS 237,'GSFS 237',{}
148,988,2407,FINE696,1,Prerequisite(s): (EXMD 209 OR EXMD 175 OR Instructor's approval) AND (EDFM 209 OR EDFM 626 OR Instructor's approval),"['&', ['|', 'EXMD 209', 'EXMD 175'], ['|', 'EDFM 209', 'EDFM 626']]",{}
149,89,255,ATOC341,2,"Corequisites: EXMD 488, MGPO 626, CEN2 407 or permission of the Program Director","['&', 'EXMD 488', 'MGPO 626', 'CEN2 407']",{}
150,1098,2578,HISP341,1,"Prerequisite: Successful completion of any Survey of Literature (MUSP 605, MUSP 318, MUSP 607, MUSP 358) or permission of the instructor.","['|', 'MUSP 605', 'MUSP 318', 'MUSP 607', 'MUSP 358']",{}
151,90,257,ATOC373,1,"Prerequisite(s): Two courses from the following list: MSUS 392, MSUS 227,MSUS 385, MSUS 235, PPOL 213, PPOL 173, ISLA 392, ISLA 706, ISLA 494, ISLA 448, ISLA 508, JWST 322, JWST 576, JWST 735, MUHL 567.","['|', ['&', 'MSUS 392', 'MSUS 227'], ['&', 'MSUS 392', 'MSUS 385'], ['&', 'MSUS 392', 'MSUS 235'], ['&', 'MSUS 392', 'PPOL 213'], ['&', 'MSUS 392', 'PPOL 173'], ['&', 'MSUS 392', 'ISLA 392'], ['&', 'MSUS 392', 'ISLA 494'], ['&', 'MSUS 392', 'ISLA 448'], ['&', 'MSUS 392', 'ISLA 508'], ['&', 'MSUS 392', 'JWST 322'], ['&', 'MSUS 392', 'JWST 576'], ['&', 'MSUS 392', 'JWST 735'], ['&', 'MSUS 392', 'MUHL 567'], ['&', 'MSUS 227', 'MSUS 385'], ['&', 'MSUS 227', 'MSUS 235'], ['&', 'MSUS 227', 'PPOL 213'], ['&', 'MSUS 227', 'PPOL 173'], ['&', 'MSUS 227', 'ISLA 392'], ['&', 'MSUS 227', 'ISLA 494'], ['&', 'MSUS 227', 'ISLA 448'], ['&', 'MSUS 227', 'ISLA 508'], ['&', 'MSUS 227', 'JWST 322'], ['&', 'MSUS 227', 'JWST 576'], ['&', 'MSUS 227', 'JWST 735'], ['&', 'MSUS 227', 'MUHL 567'], ['&', 'MSUS 385', 'MSUS 235'], ['&', 'MSUS 385', 'PPOL 213'], ['&', 'MSUS 385', 'PPOL 173'], ['&', 'MSUS 385', 'ISLA 392'], ['&', 'MSUS 385', 'ISLA 494'], ['&', 'MSUS 385', 'ISLA 448'], ['&', 'MSUS 385', 'ISLA 508'], ['&', 'MSUS 385', 'JWST 322'], ['&', 'MSUS 385', 'JWST 576'], ['&', 'MSUS 385', 'JWST 735'], ['&', 'MSUS 385', 'MUHL 567'], ['&', 'MSUS 235', 'PPOL 213'], ['&', 'MSUS 235', 'PPOL 173'], ['&', 'MSUS 235', 'ISLA 392'], ['&', 'MSUS 235', 'ISLA 494'], ['&', 'MSUS 235', 'ISLA 448'], ['&', 'MSUS 235', 'ISLA 508'], ['&', 'MSUS 235', 'JWST 322'], ['&', 'MSUS 235', 'JWST 576'], ['&', 'MSUS 235', 'JWST 735'], ['&', 'MSUS 235', 'MUHL 567'], ['&', 'PPOL 213', 'PPOL 173'], ['&', 'PPOL 213', 'ISLA 392'], ['&', 'PPOL 213', 'ISLA 494'], ['&', 'PPOL 213', 'ISLA 448'], ['&', 'PPOL 213', 'ISLA 508'], ['&', 'PPOL 213', 'JWST 322'], ['&', 'PPOL 213', 'JWST 576'], ['&', 'PPOL 213', 'JWST 735'], ['&', 'PPOL 213', 'MUHL 567'], ['&', 'PPOL 173', 'ISLA 392'], ['&', 'PPOL 173', 'ISLA 494'], ['&', 'PPOL 173', 'ISLA 448'], ['&', 'PPOL 173', 'ISLA 508'], ['&', 'PPOL 173', 'JWST 322'], ['&', 'PPOL 173', 'JWST 576'], ['&', 'PPOL 173', 'JWST 735'], ['&', 'PPOL 173', 'MUHL 567'], ['&', 'ISLA 392', 'ISLA 494'], ['&', 'ISLA 392', 'ISLA 448'], ['&', 'ISLA 392', 'ISLA 508'], ['&', 'ISLA 392', 'JWST 322'], ['&', 'ISLA 392', 'JWST 576'], ['&', 'ISLA 392', 'JWST 735'], ['&', 'ISLA 392', 'MUHL 567'], ['&', 'ISLA 494', 'ISLA 448'], ['&', 'ISLA 494', 'ISLA 508'], ['&', 'ISLA 494', 'JWST 322'], ['&', 'ISLA 494', 'JWST 576'], ['&', 'ISLA 494', 'JWST 735'], ['&', 'ISLA 494', 'MUHL 567'], ['&', 'ISLA 448', 'ISLA 508'], ['&', 'ISLA 448', 'JWST 322'], ['&', 'ISLA 448', 'JWST 576'], ['&', 'ISLA 448', 'JWST 735'], ['&', 'ISLA 448', 'MUHL 567'], ['&', 'ISLA 508', 'JWST 322'], ['&', 'ISLA 508', 'JWST 576'], ['&', 'ISLA 508', 'JWST 735'], ['&', 'ISLA 508', 'MUHL 567'], ['&', 'JWST 322', 'JWST 576'], ['&', 'JWST 322', 'JWST 735'], ['&', 'JWST 322', 'MUHL 567'], ['&', 'JWST 576', 'JWST 735'], ['&', 'JWST 576', 'MUHL 567'], ['&', 'JWST 735', 'MUHL 567']]",{}
152,94,261,ATOC512,1,"Prerequisite (Undergraduate): MURG 232, MURG 795, or permission of instructor","['&', 'MURG 232', 'MURG 795']",{}
153,2028,3559,MUHL383,1,Prerequisites: AEMA 324,'AEMA 324',{}
154,2170,3743,MUSR676D2,1,Prerequisite: PRV3 733D1.,'PRV3 733D1',{}
155,1092,2572,HISP321,1,"Prerequisite: Successful completion of any Survey of Literature (CACF 135, CACF 508, CACF 766, CACF 467) or permission of the instructor.  Note: Course taught in Spanish.","['|', 'CACF 135', 'CACF 508', 'CACF 766', 'CACF 467']",{}
156,2737,4702,WILD302,1,Prerequisite: EDEM 721 or permission of instructor,'EDEM 721',{}
157,784,1384,DENT309J3,1,Prerequisite: BIOE 159J2,'BIOE 159J2',{}
158,1023,2463,GEOG384,1,Prerequisite(s): CMR2 506; CMR2 103 or SOCI 659; and CMR2 726; or permission of the instructor.,"['&', 'CMR2 506', ['|', 'CMR2 103', 'SOCI 659'], 'CMR2 726']",{}
159,249,549,BUSA651D1,1,"Prerequisite: MBA Core (WRIT 690, WRIT 792, WRIT 313, WRIT 485, and WRIT 220) or (WRIT 483, WRIT 653, WRIT 716, WRIT 367, WRIT 729, WRIT 602, WRIT 512, WRIT 707, WRIT 778, WRIT 244, WRIT 370, WRIT 406).","['|', ['&', 'WRIT 690', 'WRIT 792', 'WRIT 313', 'WRIT 485', 'WRIT 220'], ['&', 'WRIT 483', 'WRIT 653', 'WRIT 716', 'WRIT 367', 'WRIT 729', 'WRIT 602', 'WRIT 512', 'WRIT 707', 'WRIT 778', 'WRIT 244', 'WRIT 370', 'WRIT 406']]",{}
160,97,264,ATOC517,1,"Prerequisites: ANAT 638, ANAT 553, and one of FACC 687 or FACC 553 or FACC 681, or permission of the instructor.","['&', 'ANAT 638', 'ANAT 553', ['|', 'FACC 687', 'FACC 553', 'FACC 681']]",{}
161,1,3,ACCT354,1,Prerequisites: HSEL 463 and HSEL 102,"['&', 'HSEL 463', 'HSEL 102']",{}
162,934,1569,ECON352D2,2,Corequisite: ANAT 507D2.,'ANAT 507D2',{}
163,2542,4434,PSYC601D2,1,Prerequisite: HSEL 146D1,'HSEL 146D1',{}
164,925,1547,ECON310,1,Prerequisites: PRV4 723 and a statistics course or permission of the instructor.,'PRV4 723',{}
165,805,1875,EDFE359,1,"Prerequisites: CCMA 323, (BBME 459 or BBME 766D1, BBME 766D2 or BBME 559D1, BBME 559D2), (GERM 766 or GERM 559 or GERM 559D1, GERM 559D2).","['&', 'CCMA 323', ['|', 'BBME 459', 'BBME 766D1', 'BBME 766D2', 'BBME 559D1', 'BBME 559D2'], ['|', 'GERM 766', 'GERM 559', 'GERM 559D1', 'GERM 559D2']]",{}
166,1325,3117,MATH327,1,"Prerequisites: FRSL 165 or FRSL 121 or FRSL 235 or FRSL 479, EXSU 611 or consent of instructor.","['&', ['|', 'FRSL 165', 'FRSL 121', 'FRSL 235', 'FRSL 479'], 'EXSU 611']",{}
167,2498,4337,PPHS612D2,1,Prerequisite(s): MIMM 263D1.,'MIMM 263D1',{}
168,1317,2278,ESYS480D2,1,Prerequisite: RELG 239D1,'RELG 239D1',{}
169,654,1130,CMIS422,2,Corequisite: CEGL 210,'CEGL 210',{}
170,17,21,ACCT625,1,Prerequisite: CPD2 328.,'CPD2 328',{}
171,143,367,BIOL306,1,"Prerequisite: COMS 589 or COMS 727 or FDSCP Physics, and one of the following: EDEM 589, CENG 175, or NUR1 583, or permission of the instructor.","['&', ['|', 'COMS 589', 'COMS 727'], ['|', 'EDEM 589', 'CENG 175', 'NUR1 583']]",{}
172,335,604,CANS401,1,Prerequisite: PRV4 556 or permission of instructor,'PRV4 556',{}
173,21,66,AGEC450,1,"Prerequisites: LIBA 641, LIBA 475, LIBA 458 and an accounting course, or approval of instructor","['&', 'LIBA 641', 'LIBA 475', 'LIBA 458']",{}
174,414,974,CHEM287,2,"Corequisite: Students in HSED 511 are required to take the laboratory, HSED 568, either simultaneously with HSED 511 or in the term following HSED 511.",'HSED 568',{}
175,1609,2831,INFS615,1,Prerequisite: CMS2 770.,'CMS2 770',{}
176,1526,2727,HIST572D2,1,Prerequisite: CACC 780D1,'CACC 780D1',{}
177,1108,2588,HISP439,1,"Prerequisite: Successful completion of any Survey of Literature (CHEE 435, CHEE 274, CHEE 340, CHEE 739) or permission of the instructor.","['|', 'CHEE 435', 'CHEE 274', 'CHEE 340', 'CHEE 739']",{}
178,1340,3139,MATH430,1,"Prerequisite(s): EDPH 149 or EDPH 141, and EDPH 632 or EDPH 575, and EDPH 336 or equivalent.","['&', ['|', 'EDPH 149', 'EDPH 141'], ['|', 'EDPH 632', 'EDPH 575'], 'EDPH 336']",{}
179,1625,2856,INFS689,1,Prerequisite: CACF 166 and permission of Graduate Program Director.,'CACF 166',{}
180,15,41,AEMA202,1,Prerequisites: EDEA 207 and COMP 112 or equivalent INTGP objectives 00UP and 00UQ or permission of instructor,"['&', 'EDEA 207', 'COMP 112']",{}
181,2022,3547,MUHL362,1,Prerequisites: EDER 274,'EDER 274',{}
182,829,1429,DENT428D2,1,Prerequisite: ARTH 330D1,'ARTH 330D1',{}
183,917,1530,EAST701D2,1,Prerequisite: CSPN 335D1,'CSPN 335D1',{}
184,1151,2006,EDPE627,1,Prerequisite: MICR 316 or equivalent,'MICR 316',{}
185,2231,3862,NUR1423,1,Prerequisite: WRIT 409,'WRIT 409',{}
186,569,1000,CHEM493,2,Corequisite(s): EDEC 273,'EDEC 273',{}
187,80,195,ARCH445,1,"Prerequisites: COGS 206, COGS 167, COGS 731","['&', 'COGS 206', 'COGS 167', 'COGS 731']",{}
188,527,923,CHEE457,1,Prerequisite: BIOL 182.,'BIOL 182',{}
189,2402,4158,PHTH560,1,Prerequisite: MUJZ 352.,'MUJZ 352',{}
190,2412,4176,PHWR500D2,1,Prerequisite: INDR 541D1.,'INDR 541D1',{}
191,194,434,BIOL540,1,"Prerequisite(s): NSCI 151 (or PSYC 307 plus PSYC 336), and at least one 713- or 721-level course in ecology, evolution, or conservation biology.","['|', 'NSCI 151', ['&', 'PSYC 307', 'PSYC 336']]",{}
192,660,1137,CMPL616D2,1,Prerequisite: CFRN 451D1,'CFRN 451D1',{}
193,1110,2591,HISP454,1,"Prerequisite: Successful completion of any Survey of Literature (GERM 211, GERM 532, GERM 378, GERM 320) or permission of the instructor. Note: Course taught in Spanish.","['|', 'GERM 211', 'GERM 532', 'GERM 378', 'GERM 320']",{}
194,2340,4050,ORGB420,1,Prerequisite: BMDE 453,'BMDE 453',{}
195,440,1017,CHEM540,1,Prerequisite: RELG 635 (or equivalent) and PROC 752 or RELG 738,"['&', 'RELG 635',['|', 'PROC 752', 'RELG 738']]",{}
196,1365,3177,MATH562,1,"Prerequisites: BIEN 694 or MDST 474 or (MDST 353, BIEN 781, BIEN 736 and BIEN 228) or MUSR 353.","['|', 'BIEN 694', 'MDST 474', ['&', 'MDST 353', 'BIEN 781', 'BIEN 736', 'BIEN 228'], 'MUSR 353']",{}
197,1145,1996,EDPC795D2,1,Prerequisite: SOCI 256D1,'SOCI 256D1',{}
198,1080,1896,EDGC499,1,Prerequisite: SOIL 609,'SOIL 609',{}
199,1599,2814,INDS423D2,1,Prerequisite: MUTH 103D1,'MUTH 103D1',{}
200,323,742,CEEN267,1,"Prerequisite(s): ONCO 628, ONCO 707, EPT - Placement test (Intermediate Mid), or permission of the department.","['&', 'ONCO 628', 'ONCO 707']",{}
201,1346,3149,MATH463,1,Prerequisites: CEC2 516 or CEC2 590 or CEC2 121 or CEC2 204. CEC2 659 or CEC2 407 or CEC2 495. CEC2 198 or CEC2 350. MUPD 274 or MUPD 145 or MUPD 563 or equivalent.,"['&', ['|', 'CEC2 516', 'CEC2 590', 'CEC2 121', 'CEC2 204'], ['|', 'CEC2 659', 'CEC2 407', 'CEC2 495'], ['|', 'CEC2 198', 'CEC2 350'], ['|', 'MUPD 274', 'MUPD 145', 'MUPD 563']]",{}
202,442,798,CEGL174,2,Corequisite(s) : POTH 630,'POTH 630',{}
203,1696,2963,ISLA643D2,1,Prerequisite: SOIL 500D1,'SOIL 500D1',{}
204,1928,3393,MIME561,1,Prerequisite: CCAU 346 or equivalent ,'CCAU 346',{}
205,1697,2964,ISLA651D2,1,Prerequisite: FILM 490D1,'FILM 490D1',{}
206,205,336,BIOC462,1,Prerequisite(s): CCMA 755 and permission of the course coordinator and the research director.,'CCMA 755',{}
207,2567,4459,PSYC733D2,1,Prerequisite: HPSC 384D1,'HPSC 384D1',{}
208,1564,2775,INDR494,1,Prerequisite: HSED 695 ,'HSED 695',{}
209,1105,2585,HISP358,1,"Prerequisite: Successful completion of any Survey of Literature (MUAR 543, MUAR 731, MUAR 413, MUAR 206) or permission of the instructor.","['|', 'MUAR 543', 'MUAR 731', 'MUAR 413', 'MUAR 206']",{}
210,27,83,ANAT323,1,Prerequisites for Honours Anatomy &amp; Cell Biology students: FSCI 344 and FSCI 397.,"['&', 'FSCI 344', 'FSCI 397']",{}
211,81,197,ARCH447,1,"Prerequisite(s): BREE 797, BREE 644","['&', 'BREE 797', 'BREE 644']",{}
212,203,444,BIOL575,1,"Prerequisites: INTD 437 or INTD 295, and INTD469; or permission of the instructor","['&', ['|', 'INTD 437', 'INTD 295'], 'INTD 469']",{}
213,710,1692,ECSE478D1,1,Prerequisite: MUPG 586 OR PARA 586 and at least 42 Departmental credits,"['|', 'MUPG 586', 'PARA 586']",{}
214,1270,2190,ENVR495N1,1,Prerequisites: MURG 297. Acceptance to Honours Program in Environment.,'MURG 297',{}
215,1506,2695,HIST433,1,Prerequisites: CEFN 731 or a course in British History or permission of instructor.,'CEFN 731',{}
216,1987,3476,MRKT442,1,Prerequisite: RETL 207,'RETL 207',{}
217,627,1096,CIVE560,1,Prerequisite: HSSM 202,'HSSM 202',{}
218,40,60,AGEC330,1,Prerequisite: BASC 575 or equivalent,'BASC 575',{}
219,1044,1823,EDEE282,1,Prerequisite: FIGI 391.,'FIGI 391',{}
220,1818,3192,MATH582,1,Prerequisite: LLCU 228 or equivalent or permission of instructor.,'LLCU 228',{}
221,598,1049,CIAM523,1,Prerequisite: ARCH 130,'ARCH 130',{}
222,428,776,CEFN222,2,Corequisite: EPSC 357,'EPSC 357',{}
223,736,1311,CORG565,1,Prerequisite: MIME 248,'MIME 248',{}
224,1610,2832,INFS616,1,Prerequisite: EDTL 482.,'EDTL 482',{}
225,743,1319,CPL2552N2,1,Prerequisite: MATH 106N1,'MATH 106N1',{}
226,1621,2846,INFS661,2,Corequisite: FREN 564.,'FREN 564',{}
227,209,459,BIOS612,1,"Prerequisites: ORGB 450 or EDER 785; and EDER 709, or equivalents.","['&', ['|', 'ARTH 450', 'EDER 785'], 'EDER 709']",{}
228,630,1561,ECON337,1,Prerequisite: a grade of 65% or better in ANSC 581 or ANSC 542 or an equivalent qualification in statistics. Familiarity with matrix algebra is highly recommended.,"['|', 'ANSC 581', 'ANSC 542']",{}
229,50,127,ANTH322,1,"Prerequisite: OCC1 594, or OCC1 585, or OCC1 792, or OCC1 680, or OCC1 221, or OCC1 417, or OCC1 786 or permission of instructor ","['|', 'OCC1 594', 'OCC1 585', 'OCC1 792', 'OCC1 680', 'OCC1 221', 'OCC1 417', 'OCC1 786']",{}
230,1400,3243,MECH463D1,1,Prerequisites: (INDG 690 or CPAC 690) and CAFT 486.,"['&', ['|', 'INDG 690', 'CPAC 690'], 'CAFT 486']",{}
231,2513,4370,PSYC385,1,Prerequisites: PRV3 346 or equivalent; requires departmental approval.,'PRV3 346',{}
232,1009,1770,ECSE670N2,1,Prerequisite: CMRK 133N1.,'CMRK 133N1',{}
233,247,546,BUSA650D1,1,"Prerequisite: MBA Core (EDEE 434, EDEE 671, EDEE 534, EDEE 784, and EDEE 387) or (EDEE 487, EDEE 603, EDEE 786, EDEE 541, EDEE 136, EDEE 609, EDEE 567, EDEE 553, EDEE 694, EDEE 685, EDEE 393, and EDEE 473).","['|', ['&', 'EDEE 434', 'EDEE 671', 'EDEE 534', 'EDEE 784', 'EDEE 387'], ['&', 'EDEE 487', 'EDEE 603', 'EDEE 786', 'EDEE 541', 'EDEE 136', 'EDEE 609', 'EDEE 567', 'EDEE 553', 'EDEE 694', 'EDEE 685', 'EDEE 393', 'EDEE 473']]",{}
234,858,2038,EDPE726,1,"Prerequisites: EDPE 254 and two of EDPE 344, EDPE 577 or EDPE 406 ","['&', 'EDPE 254', ['|', ['&', 'EDPE 344', 'EDPE 577'],['&', 'EDPE 344', 'EDPE 406'],['&', 'EDPE 577', 'EDPE 406']]]",{}
235,1505,2692,HIST427,1,Prerequisite: CEN2 492 or a course in East-European history or consent of instructor ,'CEN2 492',{}
236,1937,3405,MIME624D2,1,Prerequisite: EDUM 662D1,'EDUM 662D1',{}
237,1156,2011,EDPE672,1,Prerequisite: CMRK 308 or permission of the instructor (Minimum Grade/Test score(s) needed is B-).,'CMRK 308',{}
238,53,130,ANTH327,1,"Prerequisite: POTH 669, or POTH 612, or POTH 640, or POTH 129, or permission of instructor","['|', 'POTH 669', 'POTH 612', 'POTH 640', 'POTH 129']",{}
239,840,1446,DENT571J2,1,Prerequisite: CCTR 395J1,'CCTR 395J1',{}
240,330,597,CAFT605,1,Prerequisite: FDSC 126,'FDSC 126',{}
241,1246,2158,ENGL491D2,1,Prerequisite: EDTL 525D1,'EDTL 525D1',{}
242,30,86,ANAT416,1,Prerequisite(s): OTOL 538 or RETL 199 or special permission of instructor,"['|', 'OTOL 538', 'RETL 199']",{}
243,1237,2143,ENGL316D2,1,Prerequisite: CCMA 369D1,'CCMA 369D1',{}
244,407,963,CHEM214,1,Prerequisites: CSCI 581 or CSCI 492/CSCI 260.,"['|', 'CSCI 581', 'CSCI 492', 'CSCI 260']",{}
245,1668,2917,ISLA383,1,Prerequisite: PSYC 727 or permission of instructor.,'PSYC 727',{}
246,1421,2411,FMED679,1,Prerequisite: CMR2 259; permission of instructor if graduate student is outside the Department.,'CMR2 259',{}
247,76,165,ANTH575,1,"Prerequisites: PSYT 508, or PSYT 118, or PSYT 766, and PSYT 338 or PSYT 328.","['&', ['|', 'PSYT 508', 'PSYT 118', 'PSYT 766'], ['|', 'PSYT 338', 'PSYT 328']]",{}
248,231,415,BIOL468D2,1,Prerequisite: CCTX 600D1.,'CCTX 600D1',{}
249,435,1008,CHEM516,1,"Prerequisite(s): EDER 480 and (EDER 694 or higher, or EDER 109), or permission of instructor.","['&', 'EDER 480', ['|', 'EDER 694', 'EDER 109']]",{}
250,302,553,BUSA670D2,1,Prerequisite: POLI 676D1,'POLI 676D1',{}
251,1028,1796,EDEC253D2,1,Prerequisite: BIOS 143D1,'BIOS 143D1',{}
252,1293,2235,EPSC341,1,"Prerequisites: LIBA 739, enrolment in U2 or U3 EPS program and permission of the instructor.",'LIBA 739',{}
253,184,418,BIOL469,1,Prerequisites: BIOC 412 or BIOC 185 or other suitable 762-level biology course.,"['|', 'BIOC 412', 'BIOC 185']",{}
254,176,408,BIOL441,1,Prerequisites: MUEN 412; and MUEN 771 or both CCS2 685 and CCS2 232.,"['&', 'MUEN 412', ['|', 'MUEN 771', ['&', 'CCS2 685', 'CCS2 232']]]",{}
255,218,354,BIOL206,1,Prerequisite: MIMM 632 or equivalent ,'MIMM 632',{}
256,1407,2395,FINE680,1,Prerequisite: MDPH 499.,'MDPH 499',{}
257,924,1540,ECON295,2,Corequisite: RUSS 720 ,'RUSS 720',{}
258,334,755,CEEN403,2,Corequisites: PHAR 455 and/or PHAR 403,"['|', 'PHAR 455', 'PHAR 403']",{}
259,346,616,CATH340,1,"Prerequisite: CIVE 452, or permission of instructor ",'CIVE 452',{}
260,1729,3011,JWST370,1,Prerequisite: FIGI 541 or permission of instructor,'FIGI 541',{}
261,120,204,ARCH519,1,Prerequisite: LIBA 505 or permission of instructor,'LIBA 505',{}
262,932,1567,ECON352D1,2,Corequisite: ASPL 133D1,'ASPL 133D1',{}
263,464,823,CEGL320,1,"Prerequisite: EDER 609, Entrance Placement Test (EPT), or Permission of the Director",'EDER 609',{}
264,2,9,ACCT451,1,"Prerequisites: WOOD 566, WOOD 791","['&', 'WOOD 566', 'WOOD 791']",{}
265,748,1325,CPRL214,2,Corequisite: CHEM 356,'CHEM 356',{}
266,1310,3087,MATH222,1,Prerequisite: EDPT 712. Familiarity with vector geometry or Corequisite: EDPT 387,"['&', 'EDPT 712', 'EDPT 387']",{}
267,52,129,ANTH326,1,Prerequisite: FMTP 265 or 518 or 707 or 139 or 729 or permission of instructor,"['|', 'FMTP 265', 'FMTP 518', 'FMTP 707', 'FMTP 139', 'FMTP 729']",{}
268,2472,4298,POLI441,1,Prerequisites: EDPC 284 or permission of the instructor.,'EDPC 284',{}
269,2090,3647,MUJZ340,1,Prerequisite(s): EDPE 197,'EDPE 197',{}
270,1096,2576,HISP333,1,"Prerequisite: Successful completion of any Survey of Literature (SWRK 544, SWRK 592, SWRK 245, SWRK 327) or permission of the instructor.","['|', 'SWRK 544', 'SWRK 592', 'SWRK 245', 'SWRK 327']",{}
271,98,265,ATOC519,1,"Prerequisites: ANSC 292, ANSC 430, IDFC 446, IDFC 132 or equivalents, or permission of the instructor.","['&', 'ANSC 292', 'ANSC 430', 'IDFC 446', 'IDFC 132']",{}
272,439,795,CEGL171,2,Corequisite(s): IGFS 512,'IGFS 512',{}
273,82,203,ARCH512,1,Prerequisites: PPOL 730 and PPOL 333 or equivalent.,"['&', 'PPOL 730', 'PPOL 333']",{}
274,46,122,ANTH307,1,Prerequisites: EDEM 156 or EDEM 200,"['|', 'EDEM 156', 'EDEM 200']",{}
275,179,411,BIOL466,1,Prerequisite: MUPG 200 or MUPG 211 or other suitable laboratory course.,"['|', 'MUPG 200', 'MUPG 211']",{}
276,399,936,CHEE521,1,Prerequisite(s): ECSE 281 or AGRI 646 or CCCS 502 or equivalent; and ECSE 540 or AGRI 284 or CEEN 160 or equivalent; or permission of instructor.,"['&', ['|', 'ECSE 281', 'AGRI 646', 'CCCS 502'], ['|', 'ECSE 540', 'AGRI 284', 'CEEN 160']]",{}
277,857,2036,EDPE725D1,1,"Prerequisites: RUSS 149 and two of RUSS 365, RUSS 594 or RUSS 769)","['&', 'RUSS 149', ['|', ['&', 'RUSS 365', 'RUSS 594'],['&', 'RUSS 365', 'RUSS 769'],['&', 'RUSS 594', 'RUSS 769']]]",{}
