index,course,req_type,requisite,object_tree,json_tree
2417,"FRSL208",1,"Prerequisites: FRSL 101 and FRSL 102, or FRSL 103, or FRSL 104, or FRSL 105, or Placement test.","[]","{}"
2418,"FRSL209",1,"Prerequisites: French placement test or instructor's recommendation or FRSL 102, FRSL 105.","[]","{}"
2419,"FRSL210",1,"Prerequisites: French Placement Test or instructor's recommendation or FRSL 207, FRSL 209.","[]","{}"
2420,"FRSL211",1,"Prerequisite(s): FRSL 207D1 and 207D2, or 208, or Placement test","[]","{}"
2421,"FRSL211D1",1,"Prerequisite(s): FRSL 207D1 and 207D2, or 208, or Placement test","[]","{}"
2422,"FRSL211D2",1,"Prerequisite(s): FRSL 207D1 and 207D2, or 208, or Placement test","[]","{}"
2423,"FRSL215",1,"Prerequisite(s): FRSL 207D1 and 207D2, or 208, or Placement test","[]","{}"
2424,"FRSL219",1,"Prerequisites: French Placement Test or Instructor's recommendation or FRSL 209, FRSL 210 or FRSL 211.","[]","{}"
2426,"FRSL321",1,"Prerequisite(s): FRSL 211D1 and 211D2, or 215 or 302 or 303, or Placement test required.","[]","{}"
2427,"FRSL321D1",1,"Prerequisite(s): FRSL 211D1 and 211D2, or 215 or 302 or 303, or Placement test required.","[]","{}"
2429,"FRSL325",1,"Prerequisites: FRSL 211D1 and 211D2, or 215 or 302 or 303, or Placement test required","[]","{}"
2430,"FRSL329",1,"Prerequisites: French placement test or instructor's recommendation or FRSL 210, FRSL 219, FRSL 321, FRSL 325.","[]","{}"
2433,"FRSL431",1,"Prerequisite(s) : FRSL 321D1 and FRSL 321D2 or FRSL 325 or FRSL 332 or FRSL 333 or FRSL 407 or FRSL 408","[]","{}"
2434,"FRSL431D1",1,"Prerequisite(s): FRSL 321D1 and FRSL 321D2 or FRSL 325 or FRSL 332 or FRSL 333 or FRSL 407 or FRSL 408","[]","{}"
2435,"FRSL431D2",1,"Prerequisite(s): FRSL 321D1 and FRSL 321D2 or FRSL 325 or FRSL 332 or FRSL 333 or FRSL 407 or FRSL 408","[]","{}"
2440,"FSCI444",2,"Corequisites GEOG 340, ATOC 341, BIOL 343 or permission of the Program Director.","[]","{}"
2441,"GEOG291",1,"Prerequisites: GEOG 201 and one of: GEOG 203, GEOG 210, GEOG 216, GEOG 217, GEOG 272","[]","{}"
2442,"GEOG300",1,"Prerequisite: GEOG 203 or ANTH 202 or BIOL 111 ","[]","{}"
2443,"GEOG302",1,"Prerequisite: Any 200-level course in Geography or MSE or BIOL 308 or permission of instructor.","[]","{}"
2444,"GEOG303",1,"Prerequisite: One of the following: ENVR 201; GEOG 201, GEOG 203, GEOG 210, GEOG 216, GEOG 217; or permission of the instructor.","[]","{}"
2447,"GEOG310",1,"Prerequisite: GEOG 210 or GEOG 216 or ENVR 201 or INTD 200","[]","{}"
2451,"GEOG321",1,"Prerequisite: GEOG 203 or ATOC 210 or permission of instructor","[]","{}"
2454,"GEOG331",1,"Prerequisite: GEOG 216 or GEOG 217 or permission of instructor ","[]","{}"
2455,"GEOG340",2,"Corequisites: ATOC 341, BIOL 343, FSCI 444 or permission of the Program Director.","[]","{}"
2456,"GEOG350",1,"Prerequisite: GEOG 203 or ENVR 200 or ENVR 202","[]","{}"
2458,"GEOG360",1,"Prerequisites: ENVR 201 or equivalent; and GEOG 203 or ENVR 200 or ESYS 200 or equivalent; or permission of instructor","[]","{}"
2459,"GEOG370",1,"Prerequisite: BIOL 308 or GEOG 203 or AEBI 205","[]","{}"
2460,"GEOG372",1,"Prerequisites: GEOG 203 and GEOG 272, or ENVR 200 and ENVR 202 ","[]","{}"
2461,"GEOG373",1,"Prerequisite(s): GEOG 203, GEOG 205, GEOG 272, GEOG 372, ENVR 200, ENVR 202, EPSC 203, EPSC 210, EPSC 212, EPSC 220, EPSC 233, ATOC 214, ATOC 215, ATOC 219, SOIL 300.","[]","{}"
2462,"GEOG373",2,"Corequisite(s): ATOC 373, EPSC 373, [ATOC 473 or EPSC 473 or GEOG 473]","[]","{}"
2463,"GEOG384",1,"Prerequisite(s): GEOG 201; GEOG 333 or COMP 202; and GEOG 314; or permission of the instructor.","[]","{}"
2464,"GEOG401",1,"Prerequisites: ENVR 201, GEOG 360, and two of the following courses: ENVR 200, ENVR 202, ENVR 203 and GEOG 203.","[]","{}"
2465,"GEOG403",1,"Prerequisite: GEOG 205 or GEOG 221 or GEOG 321 or GEOG 303 or permission from the instructor","[]","{}"
2467,"GEOG406",1,"Prerequisite: ENVR 200 or GEOG 200 or GEOG 205 or GEOG 300 or GEOG 302","[]","{}"
2468,"GEOG408",1,"Prerequisite: GEOG 210 or GEOG 216 or permission of instructor","[]","{}"
2469,"GEOG409",1,"Prerequisite: GEOG 210 or GEOG 216 or ENVR 201 or INTD 200 or GEOG 310 or permission of instructor","[]","{}"
2471,"GEOG414",1,"Prerequisites: GEOG 314; and GEOG 333 or COMP 202; or permission of the instructor.","[]","{}"
2472,"GEOG417",1,"Prerequisite(s): GEOG 217, and one of the following: GEOG 315, GEOG 316, GEOG 325, GEOG 331, or GEOG 525; or permission of the instructor.","[]","{}"
2473,"GEOG418",1,"Prerequisites: GEOG 216 or GEOG 217, or permission of the instructor.","[]","{}"
2474,"GEOG420",1,"Prerequisite(s):  One of the following: GEOG 316, GEOG 325, or GEOG 331; or one 200- or 300-level course in Comparative Politics required; or permission of instructor.","[]","{}"
2475,"GEOG423",1,"Prerequisite: GEOG 310 or GEOG 408 or GEOG 410, or equivalent","[]","{}"
2476,"GEOG425",1,"Prerequisite(s): GEOG 217 and GEOG 325","[]","{}"
2477,"GEOG428",1,"Prerequisite (s): GEOG 201; and one of the following: GEOG 308, GEOG 314; or permission of the instructor","[]","{}"
2480,"GEOG473",2,"Corequisite(s): GEOG 373, EPSC 373 and ATOC 373.","[]","{}"
2483,"GEOG491D2",1,"Prerequisite(s): GEOG 381 and GEOG 491D1","[]","{}"
2487,"GEOG493",1,"Prerequisite: GEOG 221, GEOG 303 or permission of instructor","[]","{}"
2488,"GEOG494",1,"Prerequisites: One of the following: GEOG 201, GEOG 203, GEOG 210, GEOG 216, GEOG 217, GEOG 272, or permission of instructor","[]","{}"
2489,"GEOG495",1,"Prerequisites: 6 credits from the following list of Systematic Physical Geography courses: GEOG 305, GEOG 321, GEOG 322, GEOG 350, GEOG 372","[]","{}"
2491,"GEOG498",1,"Prerequisites: HISP 218, MATH 203 or equivalents ","[]","{}"
2492,"GEOG499",1,"Prerequisite: GEOG 203 or GEOG 301 ","[]","{}"
2493,"GEOG502",1,"Prerequisite (Undergraduate): GEOG 301 or GEOG 436, or permission of instructor","[]","{}"
2494,"GEOG503",1,"Prerequisite: GEOG 303 or GEOG 403 or permission of instructor","[]","{}"
2496,"GEOG505",1,"Prerequisite: GEOG 305 or GEOG 322 and permission of instructor ","[]","{}"
2497,"GEOG506",1,"Prerequisite: (Undergraduate): GEOG 384 or GEOG 414; and permission of the instructor","[]","{}"
2500,"GEOG512",1,"Prerequisite(s): GEOG 351 or SOCI 504 or SOCI 505 or ECON 337, or equivalent experience in applied multivariate regression with permission of instructor.","[]","{}"
2501,"GEOG514",1,"Prerequisite: GEOG 406 or ECON 347, or equivalent with permission of instructor","[]","{}"
2502,"GEOG515",1,"Prerequisite(s): GEOG 310, GEOG 408, or a 400-level course in development","[]","{}"
2503,"GEOG520",1,"Prerequisite(s): ENVR 201, and NUTR 341 or any 300 or 400-level course in agricultural science, ecology, environment, economics, geography, or nutrition, or with permission of instructor.","[]","{}"
2504,"GEOG522",1,"Prerequisites: BREE 217, BREE 509, EPSC 549 or GEOG 322, or permission of the instructor.","[]","{}"
2505,"GEOG523",1,"Prerequisite: GEOG 203 and 321 or equivalent, or permission of the instructor","[]","{}"
2507,"GEOG530",1,"Prerequisite(s): GEOG 203 or ESYS 200 or ENVR 200 or equivalent; GEOG 322 or BREE 217 or equivalent; or permission of instructor.","[]","{}"
2509,"GEOG536",1,"Prerequisite: GEOG 272 and any 300-level geomorphology course approved by instructor ","[]","{}"
2510,"GEOG550",1,"Prerequisite: GEOG 350 or BIOL 215 or PLNT 460 or permission of instructor.","[]","{}"
2511,"GEOG555",1,"Prerequisites: GEOG 350 or BIOL 308 or PLNT 460 and permission of instructor.","[]","{}"
2523,"GERM300",1,"Prerequisite: GERM 200 or GERM 202,202D1/D2 or equivalent, or permission of Department","[]","{}"
2524,"GERM307",1,"Prerequisite: GERM 202 or GERM 200, or equivalent, or permission of Department","[]","{}"
2525,"GERM307D1",1,"Prerequisite: GERM 200 or GERM 202, 202D1/D2, or equivalent, or permission of Department.","[]","{}"
2527,"GERM325",1,"Prerequisite: GERM 300 or GERM 307D1/D2, or equivalent, or permission of Department.","[]","{}"
2532,"GSFS300",1,"Prerequisite(s): GSFS 200 and GSFS 250","[]","{}"
2533,"GSFS301",1,"Prerequisite(s): GSFS 200 or GSFS 250","[]","{}"
2534,"GSFS302",1,"Prerequisite(s): GSFS 200 or GSFS 250.","[]","{}"
2535,"GSFS303",1,"Prerequisite(s): GSFS 200 OR GSFS 250","[]","{}"
2536,"GSFS304",1,"Prerequisite(s): GSFS 200 OR GSFS 250","[]","{}"
2537,"GSFS305",1,"Prerequisite(s):GSFS 200 OR GSFS 250","[]","{}"
2538,"GSFS307",1,"Prerequisite(s): GSFS 200 OR GSFS 250","[]","{}"
2539,"GSFS308",1,"Prerequisite(s): GSFS 200 OR GSFS 250","[]","{}"
2540,"GSFS400",1,"Prerequisite(s): GSFS 200, GSFS 250 and GSFS 300","[]","{}"
2541,"GSFS401",1,"Prerequisite(s): GSFS 200 or GSFS 250 and any GSFS 300 level course","[]","{}"
2542,"GSFS402",1,"Prerequisite(s): GSFS 200 or GSFS 250 and any GSFS 300 level course.","[]","{}"
2543,"GSFS403",1,"Prerequisite(s): GSFS 200 OR GSFS 250 and any GSFS 300 level course","[]","{}"
2544,"GSFS404",1,"Prerequisite(s): GSFS 200 OR GSFS 250 and any GSFS 300 level course","[]","{}"
2545,"GSFS405",1,"Prerequisite(s): GSFS 200 OR GSFS 250 and any GSFS 300 level course. Recommended GSFS 305.","[]","{}"
2546,"GSFS406",1,"Prerequisite(s): GSFS 200 OR GSFS 250 and any GSFS 300 level course","[]","{}"
2547,"GSFS407",1,"Prerequisite(s): GSFS 200 OR GSFS 250 and any GSFS 300 level course. Recommended GSFS 306","[]","{}"
2548,"GSFS450",1,"Prerequisite(s): GSFS 200 or GSFS 250 and any GSFS 300 level course.","[]","{}"
2549,"GSFS495D1",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.","[]","{}"
2550,"GSFS495D2",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.","[]","{}"
2551,"GSFS496D1",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.","[]","{}"
2552,"GSFS496D2",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.","[]","{}"
2553,"GSFS497D1",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.","[]","{}"
2554,"GSFS497D2",1,"Prerequisite(s): GSFS 200, GSFS 250, GSFS 300.","[]","{}"
2555,"GSFS499",1,"Prerequisite(s): GSFS 200 or GSFS 250 and any GSFS 300 level course.","[]","{}"
2556,"HGEN400",1,"Prerequisites: BIOL 200 and BIOL 201 or ANAT 212/BIOC212, BIOL 202 or permission from the instructor","[]","{}"
2563,"HGEN695",1,"Prerequisites: BIOL 370 or HGEN 692 or an equivalent basic course in human genetics or permission of the instructor.","[]","{}"
2565,"HISP219",1,"Prerequisite: HISP 210 or 210D1/D2 or HISP 218 or equivalent","[]","{}"
2567,"HISP241",1,"Prerequisite: successful completion of HISP 220D1/D2, HISP 219 or equivalent","[]","{}"
2568,"HISP242",1,"Prerequisite: successful completion of HISP 219 or CEGEP course 607-401","[]","{}"
2570,"HISP243",1,"Prerequisite: successful completion of HISP 220D1/HISP 220D2, HISP 219 or equivalent","[]","{}"
2571,"HISP244",1,"Prerequisite: HISP 220D1/HISP 220D2, HISP 219 or equivalent","[]","{}"
2572,"HISP321",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.  Note: Course taught in Spanish.","[]","{}"
2573,"HISP326",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.  Note: Course taught in Spanish.","[]","{}"
2574,"HISP328",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor","[]","{}"
2575,"HISP332",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.  Note: Course taught in Spanish.","[]","{}"
2576,"HISP333",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.","[]","{}"
2577,"HISP340",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.","[]","{}"
2578,"HISP341",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.","[]","{}"
2579,"HISP345",1,"Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor","[]","{}"
2580,"HISP347",1,"Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor","[]","{}"
2581,"HISP352",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.","[]","{}"
2582,"HISP355",1,"Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor.","[]","{}"
2583,"HISP356",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.  Note: Course taught in Spanish.","[]","{}"
2584,"HISP357",1,"Prerequisites: Successful completion of one of the Survey of Literature courses (HISP 241, HISP 242, HISP 243, HISP 244), or permission of the instructor.","[]","{}"
2585,"HISP358",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.","[]","{}"
2586,"HISP437",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.  Note: Course taught in Spanish.","[]","{}"
2587,"HISP438",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor","[]","{}"
2588,"HISP439",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor.","[]","{}"
2590,"HISP453",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor. Note: Course taught in Spanish.","[]","{}"
2591,"HISP454",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor. Note: Course taught in Spanish.","[]","{}"
2592,"HISP455",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor. Note: Course taught in Spanish.","[]","{}"
2593,"HISP458",1,"Prerequisite: Successful completion of any Survey of Literature (HISP 241, HISP 242, HISP 243, HISP 244) or permission of the instructor. Note: Course taught in Spanish.","[]","{}"
2600,"HIST301",1,"Prerequisite(s): HIST 211 or HIST 221 recommended","[]","{}"
2601,"HIST302",1,"Prerequisite(s): HIST 203, HIST 215, HIST 216, HIST 218, HIST 221 or HIST 226 recommended","[]","{}"
2602,"HIST303",1,"Prerequisite(s): HIST 202 or HIST 203 recommended","[]","{}"
2603,"HIST304",1,"Prerequisite(s): HIST 203, HIST 215, HIST 216, HIST 218, HIST 221 or HIST 226 recommended","[]","{}"
2604,"HIST306",1,"Prerequisite: HIST 226 or HIST 215 recommended","[]","{}"
2605,"HIST307",1,"Prerequisite(s): HIST 207, HIST 219, HIST 226, HIST 216, or HIST 215 recommended","[]","{}"
2607,"HIST309",1,"Prerequisite: HIST 210 or HIST 213 recommended","[]","{}"
2608,"HIST310",1,"Prerequisite(s): HIST 207, HIST 214, HIST 215, HIST 226, HIST 249, HIST 250, or HIST 219 recommended.","[]","{}"
2609,"HIST312",1,"Prerequisite: HIST 202 or HIST 203 recommended.","[]","{}"
2610,"HIST313",1,"Prerequisite(s): HIST 214 or HIST 215 or HIST 226 recommended.","[]","{}"
2611,"HIST314",1,"Prerequisite(s): HIST 214, HIST 215 or HIST 250 recommended.","[]","{}"
2613,"HIST316",1,"Prerequisite(s): HIST 214 or HIST 215 or HIST 216 recommended.","[]","{}"
2614,"HIST317",1,"Prerequisite: HIST 200, HIST 201, HIST 206, HIST 208, HIST 209 or HIST 218 recommended.","[]","{}"
2615,"HIST319",1,"Prerequisite(s): HIST 212, HIST 214, HIST 215, HIST 216, HIST 226, HIST 238, HIST 249 or HIST 250 recommended.","[]","{}"
2616,"HIST320",1,"Prerequisite(s): HIST 200, HIST 201, HIST 202, HIST 203, HIST 205, HIST 206, HIST 207, HIST 209, HIST 210, HIST 211, HIST 212, HIST 213, HIST 214, HIST 215, HIST 216, HIST 219, HIST 221, HIST 223, HIST 226, HIST 238, HIST 240, HIST 249, HIST 250, HIST 262, or HIST 275 recommended.","[]","{}"
2617,"HIST323",1,"Prerequisite(s): HIST 205, HIST 212, HIST 214, HIST 249, HIST 275 or HIST 250 recommended.","[]","{}"
2618,"HIST324",1,"Prerequisite: HIST 223 or INDG 200 recommended.","[]","{}"
2619,"HIST325",1,"Prerequisite: HIST 214 or HIST 212 recommended.","[]","{}"
2620,"HIST326",1,"Prerequisite: HIST 213 or HIST 215 or HIST 216 or HIST 226 or HIST 316 recommended.","[]","{}"
2621,"HIST327",1,"Prerequisite: HIST 211 or HIST 221 recommended.","[]","{}"
2622,"HIST329",1,"Prerequisite(s): HIST 215, HIST 226, HIST 262, or HIST 198 recommended.","[]","{}"
2623,"HIST330",1,"Prerequisite(s): HIST 202, HIST 203 or permission of instructor","[]","{}"
2624,"HIST331",1,"Prerequisite: HIST 211 or HIST 221 recommended.","[]","{}"
2625,"HIST332",1,"Prerequisite: HIST 214 or HIST 212 recommended.","[]","{}"
2626,"HIST333",1,"Prerequisite(s): HIST 202, HIST 214, or HIST 223 recommended.","[]","{}"
2627,"HIST334",1,"Prerequisite(s): HIST 202 or HIST 214 recommended.","[]","{}"
2628,"HIST335",1,"Prerequisite: HIST 202 or HIST 203 recommended.","[]","{}"
2629,"HIST336",1,"Prerequisite: HIST 214 or HIST 215 recommended.","[]","{}"
2631,"HIST340",1,"Prerequisite(s): HIST 201, HIST 240 or ISLA 210 recommended.","[]","{}"
2633,"HIST342",1,"Prerequisite(s): HIST 202 or HIST 203 recommended.","[]","{}"
2635,"HIST344",1,"Prerequisite(s): HIST 208, HIST 218 or EAST 211 recommended.","[]","{}"
2636,"HIST345",1,"Prerequisite(s): HIST 212 or HIST 214 recommended.","[]","{}"
2637,"HIST346",1,"Prerequisite(s): HIST 214 or HIST 215 recommended.","[]","{}"
2638,"HIST347",1,"Prerequisite(s): HIST 211, HIST 215 or HIST 221 recommended.","[]","{}"
2639,"HIST349",1,"Prerequisite(s): HIST 214, HIST 215, HIST 226 or HIST 262 recommended.","[]","{}"
2640,"HIST350",1,"Prerequisite(s): HIST 214, HIST 215 or HIST 238 recommended.","[]","{}"
2641,"HIST351",1,"Prerequisite: HIST 211 or HIST 221 recommended.","[]","{}"
2642,"HIST353",1,"Prerequisite: HIST 202 or HIST 203 recommended.","[]","{}"
2643,"HIST354",1,"Prerequisite(s): HIST 214, HIST 215 or HIST 226 recommended.","[]","{}"
2644,"HIST356",1,"Prerequisite(s): HIST 212, HIST 214 or HIST 249 recommended.","[]","{}"
2645,"HIST357",1,"Prerequisite: HIST 202 or HIST 203 recommended.","[]","{}"
2647,"HIST360",1,"Prerequisite: HIST 210 or HIST 213 recommended","[]","{}"
2648,"HIST361",1,"Prerequisite: HIST 202 or HIST 203 recommended.","[]","{}"
2649,"HIST362",1,"Prerequisite(s): HIST 205, HIST 212 or HIST 275 recommended.","[]","{}"
2650,"HIST363",1,"Prerequisite(s): HIST 202 and HIST 203 recommended.","[]","{}"
2651,"HIST364",1,"Prerequisite(s): HIST 202 and HIST 203 recommended.","[]","{}"
2653,"HIST366",1,"Prerequisite: HIST 210 or HIST 213 recommended.","[]","{}"
2655,"HIST368",1,"Prerequisite(s): HIST 205, CLAS 201 or CLAS 203 recommended.","[]","{}"
2656,"HIST369",1,"Prerequisite(s): HIST 205, CLAS 201 or CLAS 203 recommended.","[]","{}"
2657,"HIST370",1,"Prerequisite(s): HIST 202 or HIST 203 recommended.","[]","{}"
2658,"HIST371",1,"Prerequisite: HIST 211 or HIST 221 recommended.","[]","{}"
2659,"HIST372",1,"Prerequisite: HIST 212 or HIST 214 recommended.","[]","{}"
2661,"HIST374",1,"Prerequisite(s): HIST 202 or HIST 203 recommended.","[]","{}"
2662,"HIST375",1,"Prerequisite(s): HIST 205, HIST 275, HIST 207 or CLAS 201 recommended.","[]","{}"
2663,"HIST376",1,"Prerequisite: HIST 205, HIST 275, HIST 212 or CLAS 201 recommended.","[]","{}"
2664,"HIST380",1,"Prerequisite: HIST 212, HIST 214 or permission of instructor","[]","{}"
2665,"HIST381",1,"Prerequisite(s): HIST 200, HIST 201, HIST 206 or AFRI 200 recommended.","[]","{}"
2666,"HIST382",1,"Prerequisite(s): HIST 200, HIST 201, HIST 206 or AFRI 200 recommended.","[]","{}"
2670,"HIST387",1,"Prerequisite(s): HIST 203, HIST 215, HIST 216, HIST 221 or HIST 226 recommended.","[]","{}"
2671,"HIST388",1,"Prerequisite(s): HIST 203 , HIST 215, HIST 216, HIST 221 or HIST 226 recommended.","[]","{}"
2672,"HIST389",1,"Prerequisite(s): HIST 200, HIST 201, HIST 206 or AFRI 200 recommended.","[]","{}"
2673,"HIST390",1,"Prerequisite: HIST 214 or HIST 215 or HIST 225 or permission of Instructor","[]","{}"
2674,"HIST391",1,"Prerequisite(s): HIST 205, HIST 275, HIST 207 or CLAS 201 recommended.","[]","{}"
2675,"HIST392",1,"Prerequisite: HIST 211 or HIST 221 recommended.","[]","{}"
2676,"HIST393",1,"Prerequisite: HIST 211 or HIST 221 recommended.","[]","{}"
2677,"HIST394",1,"Prerequisite: HIST 214 or HIST 250 recommended.","[]","{}"
2679,"HIST398",1,"Prerequisite: HIST 214 or HIST 212 recommended.","[]","{}"
2680,"HIST400",1,"Prerequisite: ARLE 101 or HIST 205 or HIST 208 or permission of instructor","[]","{}"
2681,"HIST401",1,"Prerequisite: HIST 214 or HIST 380 or consent of instructor ","[]","{}"
2682,"HIST404",1,"Prerequisites: HIST 208 or HIST 218 or EAST 211 or permission of the instructor","[]","{}"
2685,"HIST409",1,"Prerequisites: HIST 210, HIST 309, HIST 360, HIST 366 or permission of instructor.","[]","{}"
2688,"HIST418",1,"Prerequisites: any two of the following: HIST 200, HIST 202, HIST 211, HIST 214, HIST 309 or permission of instructor.","[]","{}"
2689,"HIST419",1,"Prerequisite: HIST 309, HIST 360 or permission of instructor ","[]","{}"
2693,"HIST430",1,"Prerequisites: HIST 249 (or HIST 349 prior to Winter 2006) or permission of the instructor.","[]","{}"
2694,"HIST432",1,"Prerequisite: HIST 202 and HIST 203 or consent of the instructor","[]","{}"
2696,"HIST435",1,"Prerequisite(s): HIST 310 or HIST 341 or permission of instructor.","[]","{}"
2697,"HIST438",1,"Prerequisite: HIST 304 or other 300-level course relevant to the current topic of the course or permission on the instructor.","[]","{}"
2698,"HIST441",1,"Prerequisite: HIST 208 and HIST 218 and permission of instructor ","[]","{}"
2700,"HIST445",1,"Prerequisite: HIST 208 or HIST 218","[]","{}"
2702,"HIST452",1,"Prerequisites: HIST 214 or HIST 249 and a 300-level course in History or permission of instructor.","[]","{}"
2704,"HIST457",1,"Prerequisite: HIST 349 or HIST 356 or permission of instructor ","[]","{}"
2706,"HIST475",1,"Prerequisite(s): HIST 205, HIST 275, HIST 375, HIST 376, HIST 391, or permission of instructor.","[]","{}"
2710,"HIST510",1,"Prerequisites: HISP 218 or HISP 210 or equivalent proficiency","[]","{}"
2712,"HIST528",1,"Prerequisites: HIST 200 or HIST 213 or permission of instructor.","[]","{}"
2713,"HIST550D2",1,"Prerequisite (Undergraduate): 6 credits at the 300 or 400 level in Ancient history or permission of instructor. HIST 550D1.","[]","{}"
2715,"HIST555D1",1,"Prerequisite(s): HIST 380 or HIST 401 or permission of instructor.","[]","{}"
2719,"HIST564D1",1,"Prerequisites: HIST 309, HIST 360, HIST 366, HIST 409 or permission of instructor","[]","{}"
2734,"HIST579D1",1,"Prerequisite(s): HIST 200 or HIST 201 or HIST 382 or permission of the instructor.","[]","{}"
2744,"HIST591D1",1,"Prerequisite(s): HIST 240 or HIST 339 or HIST 340 or HIST 448 or permission of instructor.","[]","{}"
2745,"HIST591D2",1,"Prerequisite(s): HIST 240 or HIST 339 or HIST 340 or HIST 448 or permission of instructor.","[]","{}"
2746,"HIST592D1",1,"Prerequisite: HIST 202 or HIST 203 or permission of instructor","[]","{}"
2748,"HIST593D1",1,"Prerequisite: HIST 202 or HIST 203 or HIST 215 or permission of instructor.","[]","{}"
2749,"HIST593D2",1,"Prerequisite: HIST 593D1 and HIST 202 or HIST 203 or HIST 215 or permission of instructor.","[]","{}"
2751,"HIST596D1",1,"Prerequisite: HIST 203 or HIST 335 or permission of instructor","[]","{}"
2753,"HIST597D1",1,"Prerequisites: HIST 215 or HIST 226 or permission of instructor.","[]","{}"
2767,"HSED701",1,"Prerequisites: HSED 702, HSED 703","[]","{}"
2772,"INDG450",1,"Prerequisites: Required INDG 200, INDG 401 is recommended but not required.","[]","{}"
2804,"INDS322",1,"Prerequisite: INDS 222, or INDS 222D1 and INDS 222D2, or INDS 222J1 and INDS 222J2 and INDS 222J3.","[]","{}"
2805,"INDS322D1",1,"Prerequisite: INDS 222, or INDS 222D1 and INDS 222D2, or INDS 222J1 and INDS 222J2 and INDS 222J3.","[]","{}"
2807,"INDS322J1",1,"Prerequisite: INDS 222, or INDS 222D1 and INDS 222D2, or INDS 222J1 and INDS 222J2 and INDS 222J3.","[]","{}"
2813,"INDS422D2",1,"Prerequisite: INDS 322 and INDS 422D1","[]","{}"
2816,"INDS423J3",1,"Prerequisite(s): INDS 423J1 and INDS 423J2.","[]","{}"
2819,"INDS424J3",1,"Prerequisite(s): INDS 424J1 and INDS 424J2.","[]","{}"
2824,"INFS604",1,"Prerequisites: INFS 603, INFS 611.","[]","{}"
2825,"INFS605",1,"Prerequisites: INFS 603, INFS 604, INFS 611","[]","{}"
2826,"INFS605D1",1,"Prerequisites: INFS 603, INFS 604, INFS 611","[]","{}"
2827,"INFS605D2",1,"Prerequisites: INFS 603, INFS 604, INFS 611","[]","{}"
2830,"INFS612",1,"Prerequisite: INFS 601, INFS 619.","[]","{}"
2843,"INFS650",1,"Prerequisite: INFS 617 and GLIS 617.","[]","{}"
2844,"INFS656",1,"Prerequisite: INFS 607 and GLIS 607.","[]","{}"
2845,"INFS657",1,"Prerequisite: INFS 617 and GLIS 617.","[]","{}"
2847,"INFS673",1,"Prerequisite: INFS 619 and GLIS 619.","[]","{}"
2848,"INFS679",1,"Prerequisite: INFS 619 and GLIS 619.","[]","{}"
2852,"INFS684",1,"Prerequisite: INFS 680, INFS 681, INFS 682 and INFS 683","[]","{}"
2853,"INFS688",1,"Prerequisite: INFS 611 or GLIS 611.","[]","{}"
2854,"INFS688D1",1,"Prerequisite: INFS 611 or GLIS 611.","[]","{}"
2855,"INFS688D2",1,"Prerequisite: INFS 611 or GLIS 611.","[]","{}"
